cog_id,root,clade_name,protein_id,ssp_id,gene_id,preferred_name
NOG232496,2,Pan,ENSP00000352424,9606,9220,TIAF1
NOG283283,2,Pan,ENSP00000453012,9606,100505679,UBE2Q2L
NOG237314,2,Pan,ENSP00000368292,9606,154907,C7orf66
NOG114052,2,Pan,ENSP00000475001,9606,NA,TLX1NB
NOG232498,2,Pan,ENSP00000432353,9606,59351,PBOV1
NOG96100,2,Pan,ENSP00000307860,9606,116093,DIRC1
NOG232522,2,Pan,ENSP00000484618,9606,100506013,APELA
NOG01628,2,Pan,ENSP00000334308,9606,161176,SYNE3
NOG90920,2,Pan,ENSP00000325144,9606,400359,C15orf53
NOG16135,2,Pan,ENSP00000422431,9606,25907,TMEM158
NOG09055,2,Pan,ENSP00000427555,9606,285556,LOC285556
NOG23354,2,Pan,ENSP00000415139,9606,100302736,TICAM2
NOG23354,2,Pan,ENSP00000415139,9606,353376,TICAM2
NOG19478,2,Pan,ENSP00000384971,9606,100506049,LRRC72
NOG231745,3,Gorilla,ENSP00000485075,9606,NA,ERVK-10
NOG231745,3,Gorilla,ENSP00000485226,9606,NA,ERVK-24
NOG99352,3,Gorilla,ENSP00000485185,9606,NA,BAGE5
NOG90194,3,Gorilla,ENSP00000482286,9606,348738,C2orf48
NOG133680,3,Gorilla,ENSP00000367449,9606,221060,C10orf111
NOG89793,3,Gorilla,ENSP00000367360,9606,NA,BLACE
NOG231448,3,Gorilla,ENSP00000485122,9606,NA,ENSG00000279261
NOG91054,3,Gorilla,ENSP00000485227,9606,NA,ENSG00000278881
NOG91028,3,Gorilla,ENSP00000301698,9606,388199,PRR25
NOG284270,3,Gorilla,ENSP00000357766,9606,199834,LCE4A
NOG88547,3,Gorilla,ENSP00000485328,9606,NA,ENSG00000280260
NOG78439,3,Gorilla,ENSP00000485285,9606,NA,ENSG00000280151
NOG78439,3,Gorilla,ENSP00000485374,9606,NA,ENSG00000279007
NOG78439,3,Gorilla,ENSP00000485453,9606,NA,ENSG00000280447
NOG89925,3,Gorilla,ENSP00000485232,9606,NA,ENSG00000280184
NOG251623,3,Gorilla,ENSP00000485189,9606,NA,ENSG00000279291
NOG90698,3,Gorilla,ENSP00000373066,9606,NA,TXNRD3
NOG90698,3,Gorilla,ENSP00000384071,9606,645840,TXNRD3NB
NOG233010,3,Gorilla,ENSP00000406718,9606,101928448,C5orf67
NOG235539,3,Gorilla,ENSP00000485056,9606,NA,ENSG00000279214
NOG282816,3,Gorilla,ENSP00000485307,9606,NA,ENSG00000279538
NOG98474,3,Gorilla,ENSP00000372276,9606,337985,KRTAP20-3
NOG282980,3,Gorilla,ENSP00000371595,9606,440023,KRTAP5-6
NOG97204,3,Gorilla,ENSP00000278779,9606,100128496,C20orf78
NOG283717,3,Gorilla,ENSP00000485488,9606,NA,ENSG00000279282
NOG244533,3,Gorilla,ENSP00000485237,9606,NA,ENSG00000279380
NOG98515,3,Gorilla,ENSP00000485267,9606,NA,ENSG00000279386
NOG90903,3,Gorilla,ENSP00000483092,9606,NA,KIAA0125
NOG78458,3,Gorilla,ENSP00000485675,9606,NA,ENSG00000280116
NOG99712,3,Gorilla,ENSP00000485671,9606,NA,ENSG00000280273
NOG245570,3,Gorilla,ENSP00000485405,9606,NA,ENSG00000279473
NOG90887,3,Gorilla,ENSP00000485059,9606,NA,ENSG00000280174
NOG90887,3,Gorilla,ENSP00000485632,9606,NA,ENSG00000279871
NOG282954,3,Gorilla,ENSP00000485273,9606,NA,ENSG00000279219
NOG91390,3,Gorilla,ENSP00000485225,9606,NA,ENSG00000279317
NOG98609,3,Gorilla,ENSP00000455811,9606,101928108,LY6L
NOG91643,3,Gorilla,ENSP00000484537,9606,NA,ENSG00000275217
NOG254313,3,Gorilla,ENSP00000485076,9606,NA,ENSG00000279530
NOG98492,3,Gorilla,ENSP00000480627,9606,154872,LOC154872
NOG91502,3,Gorilla,ENSP00000485186,9606,NA,ENSG00000280113
NOG282997,3,Gorilla,ENSP00000485072,9606,NA,ENSG00000280130
NOG282997,3,Gorilla,ENSP00000485556,9606,NA,ENSG00000279921
NOG282997,3,Gorilla,ENSP00000485574,9606,NA,ENSG00000280252
NOG87828,3,Gorilla,ENSP00000334869,9606,353131,LCE1A
NOG93832,3,Gorilla,ENSP00000367748,9606,574016,CLLU1OS
NOG89685,3,Gorilla,ENSP00000330267,9606,145858,C15orf32
NOG89685,3,Gorilla,ENSP00000485194,9606,NA,ENSG00000279316
NOG282899,3,Gorilla,ENSP00000432218,9606,NA,IL32
NOG24508,3,Gorilla,ENSP00000264218,9606,10874,NMU
NOG284455,3,Gorilla,ENSP00000485600,9606,NA,ENSG00000278888
NOG91103,3,Gorilla,ENSP00000479571,9606,285941,C7orf71
NOG124704,3,Gorilla,ENSP00000393631,9606,199800,ADM5
NOG90881,4,Ponginae,ENSP00000424501,9606,3346,HTN1
NOG90881,4,Ponginae,ENSP00000432561,9606,3347,HTN3
NOG251636,4,Ponginae,ENSP00000485262,9606,NA,ENSG00000279859
NOG281248,4,Ponginae,ENSP00000414891,9606,NA,GVQW1
NOG282904,4,Ponginae,ENSP00000346536,9606,337963,KRTAP23-1
NOG246665,4,Ponginae,ENSP00000485271,9606,NA,ENSG00000279168
NOG90792,4,Ponginae,ENSP00000371529,9606,150297,C22orf42
NOG256571,4,Ponginae,ENSP00000414034,9606,NA,PRR26
NOG89499,4,Ponginae,ENSP00000404439,9606,NA,NPIPB4
NOG89499,4,Ponginae,ENSP00000411140,9606,440348,NPIPB15
NOG89499,4,Ponginae,ENSP00000415207,9606,NA,NPIPB7
NOG89499,4,Ponginae,ENSP00000429734,9606,613037,NPIPB13
NOG89499,4,Ponginae,ENSP00000430853,9606,NA,NPIPB11
NOG89499,4,Ponginae,ENSP00000431871,9606,728741,NPIPB6
NOG89499,4,Ponginae,ENSP00000434399,9606,728734,NPIPB8
NOG89499,4,Ponginae,ENSP00000440703,9606,100132247,NPIPB5
NOG89499,4,Ponginae,ENSP00000444096,9606,NA,NPIPB3
NOG89499,4,Ponginae,ENSP00000446902,9606,100507607,NPIPB9
NOG89499,4,Ponginae,ENSP00000447597,9606,NA,NPIPB12
NOG90030,4,Ponginae,ENSP00000485082,9606,NA,ENSG00000279119
NOG104827,4,Ponginae,ENSP00000437812,9606,80039,FAM106A
NOG283227,4,Ponginae,ENSP00000372281,9606,100288287,KRTAP22-2
NOG282819,4,Ponginae,ENSP00000300258,9606,140290,TCP10L
NOG282860,4,Ponginae,ENSP00000375107,9606,337973,KRTAP19-6
NOG91008,4,Ponginae,ENSP00000323241,9606,170393,C10orf91
NOG284100,4,Ponginae,ENSP00000469705,9606,NA,ENSG00000268187
NOG230316,4,Ponginae,ENSP00000302918,9606,143501,C11orf40
NOG89380,4,Ponginae,ENSP00000485049,9606,NA,ENSG00000280221
NOG90835,4,Ponginae,ENSP00000328676,9606,10281,DSCR4
NOG90969,4,Ponginae,ENSP00000381177,9606,NA,FAM153C
NOG90969,4,Ponginae,ENSP00000411506,9606,285596,FAM153A
NOG90969,4,Ponginae,ENSP00000427684,9606,NA,FAM153B
NOG98475,4,Ponginae,ENSP00000485571,9606,NA,ENSG00000279937
NOG90751,4,Ponginae,ENSP00000339405,9606,NA,TP53TG3B
NOG90751,4,Ponginae,ENSP00000381672,9606,NA,TP53TG3
NOG90751,4,Ponginae,ENSP00000455132,9606,NA,ENSG00000205457
NOG90751,4,Ponginae,ENSP00000455596,9606,NA,TP53TG3D
NOG90751,4,Ponginae,ENSP00000479378,9606,NA,ENSG00000274175
NOG90751,4,Ponginae,ENSP00000482038,9606,NA,ENSG00000275869
NOG90751,4,Ponginae,ENSP00000485467,9606,NA,ENSG00000205457
NOG90751,4,Ponginae,ENSP00000485635,9606,102723655,ENSG00000278848
NOG90751,4,Ponginae,ENSP00000485635,9606,102723713,ENSG00000278848
NOG90751,4,Ponginae,ENSP00000485635,9606,102724101,ENSG00000278848
NOG90751,4,Ponginae,ENSP00000485635,9606,102724127,ENSG00000278848
NOG90751,4,Ponginae,ENSP00000485635,9606,24150,ENSG00000278848
NOG90751,4,Ponginae,ENSP00000485635,9606,653550,ENSG00000278848
NOG90751,4,Ponginae,ENSP00000485635,9606,729264,ENSG00000278848
NOG90751,4,Ponginae,ENSP00000485635,9606,729355,ENSG00000278848
NOG97896,4,Ponginae,ENSP00000477367,9606,NA,ENSG00000272693
NOG97896,4,Ponginae,ENSP00000485196,9606,NA,ENSG00000280427
NOG97896,4,Ponginae,ENSP00000485644,9606,NA,ENSG00000280410
NOG282907,4,Ponginae,ENSP00000366765,9606,NA,FAM27C
NOG91545,4,Ponginae,ENSP00000483089,9606,NA,SMIM11B
NOG87678,4,Ponginae,ENSP00000334560,9606,337967,KRTAP6-2
NOG243276,4,Ponginae,ENSP00000432743,9606,63970,TP53AIP1
NOG282752,4,Ponginae,ENSP00000428002,9606,56260,C8orf44
NOG90416,4,Ponginae,ENSP00000485053,9606,NA,ENSG00000280178
NOG98451,4,Ponginae,ENSP00000485591,9606,NA,ENSG00000279216
NOG284234,4,Ponginae,ENSP00000348145,9606,283579,C14orf178
NOG245980,4,Ponginae,ENSP00000326574,9606,157927,C9orf62
NOG79769,4,Ponginae,ENSP00000483757,9606,267012,DAOA
NOG283186,4,Ponginae,ENSP00000304065,9606,NA,C2orf27B
NOG283186,4,Ponginae,ENSP00000347298,9606,29798,C2orf27A
NOG283186,4,Ponginae,ENSP00000347298,9606,408029,C2orf27A
NOG231186,4,Ponginae,ENSP00000363683,9606,259283,MDS2
NOG275533,4,Ponginae,ENSP00000440765,9606,84326,C16orf13
NOG246658,4,Ponginae,ENSP00000485331,9606,NA,ENSG00000279468
NOG282880,4,Ponginae,ENSP00000317235,9606,729420,LMO7DN
NOG91856,4,Ponginae,ENSP00000485570,9606,NA,ENSG00000280226
NOG91072,4,Ponginae,ENSP00000298298,9606,220979,C10orf25
NOG98397,4,Ponginae,ENSP00000449026,9606,NA,ENSG00000229117
NOG98397,4,Ponginae,ENSP00000485567,9606,6171,ENSG00000279483
NOG232497,4,Ponginae,ENSP00000485497,9606,NA,ENSG00000278868
NOG272093,4,Ponginae,ENSP00000477935,9606,NA,ENSG00000262621
NOG284383,4,Ponginae,ENSP00000335660,9606,337969,KRTAP19-2
NOG86840,4,Ponginae,ENSP00000359558,9606,128826,C20orf166
NOG254308,4,Ponginae,ENSP00000485157,9606,NA,ENSG00000280360
NOG91196,4,Ponginae,ENSP00000485451,9606,NA,ENSG00000279374
NOG245569,4,Ponginae,ENSP00000464743,9606,NA,FAM215A
NOG101784,4,Ponginae,ENSP00000365585,9606,NA,FAM182B
NOG98445,4,Ponginae,ENSP00000296847,9606,NA,C6orf195
NOG90211,4,Ponginae,ENSP00000404517,9606,100288323,KRTAP21-3
NOG281944,4,Ponginae,ENSP00000350336,9606,NA,DSCR8
NOG90701,4,Ponginae,ENSP00000228811,9606,11272,PRR4
NOG90982,4,Ponginae,ENSP00000316137,9606,51233,DRICH1
NOG91465,4,Ponginae,ENSP00000195455,9606,NA,C4orf6
NOG282892,4,Ponginae,ENSP00000428325,9606,152138,PYDC2
NOG90879,4,Ponginae,ENSP00000333887,9606,337979,KRTAP22-1
NOG98552,4,Ponginae,ENSP00000335616,9606,286223,C9orf47
NOG90692,4,Ponginae,ENSP00000482282,9606,286122,C8orf31
NOG76171,4,Ponginae,ENSP00000355265,9606,4509,MT-ATP8
NOG89948,4,Ponginae,ENSP00000485562,9606,NA,ENSG00000280316
NOG271307,4,Ponginae,ENSP00000386166,9606,NA,PRR21
NOG235538,4,Ponginae,ENSP00000364791,9606,50854,C6orf48
NOG62717,4,Ponginae,ENSP00000384331,9606,100505876,CEBPZOS
NOG90467,4,Ponginae,ENSP00000365173,9606,727684,C1orf195
NOG235540,4,Ponginae,ENSP00000329353,9606,146723,C17orf77
NOG98064,4,Ponginae,ENSP00000481644,9606,NA,ENSG00000273496
NOG98064,4,Ponginae,ENSP00000482855,9606,NA,ENSG00000278198
NOG98064,4,Ponginae,ENSP00000484596,9606,NA,LOC389831
NOG97502,4,Ponginae,ENSP00000335229,9606,388407,C17orf82
NOG98448,4,Ponginae,ENSP00000485161,9606,NA,ENSG00000280315
NOG135239,4,Ponginae,ENSP00000318119,9606,401563,C9orf139
NOG52512,4,Ponginae,ENSP00000356386,9606,10877,CFHR4
NOG52512,4,Ponginae,ENSP00000356395,9606,10878,CFHR3
NOG270172,4,Ponginae,ENSP00000334287,9606,337978,KRTAP21-2
NOG14984,4,Ponginae,ENSP00000383737,9606,NA,DNAH14
NOG23654,4,Ponginae,ENSP00000354665,9606,4541,MT-ND6
KOG4669,4,Ponginae,ENSP00000354728,9606,4539,MT-ND4L
COG0838,4,Ponginae,ENSP00000355206,9606,4537,MT-ND3
COG1008,4,Ponginae,ENSP00000354961,9606,4538,MT-ND4
COG0356,4,Ponginae,ENSP00000354632,9606,4508,MT-ATP6
COG1622,4,Ponginae,ENSP00000354876,9606,4513,MT-CO2
NOG253110,5,Hylobatidae,ENSP00000402151,9606,100996485,C5orf66
NOG280067,5,Hylobatidae,ENSP00000335566,9606,337977,KRTAP21-1
NOG249518,5,Hylobatidae,ENSP00000358494,9606,388667,C1orf137
NOG90116,5,Hylobatidae,ENSP00000406925,9606,152816,C4orf26
NOG89592,5,Hylobatidae,ENSP00000485381,9606,NA,ENSG00000279824
NOG89592,5,Hylobatidae,ENSP00000485458,9606,NA,ENSG00000279346
NOG90330,5,Hylobatidae,ENSP00000328149,9606,145946,SPATA8
NOG282872,5,Hylobatidae,ENSP00000379682,9606,5554,PRH2
NOG282872,5,Hylobatidae,ENSP00000379682,9606,5555,PRH2
NOG282872,5,Hylobatidae,ENSP00000479168,9606,NA,PRH1
NOG93951,5,Hylobatidae,ENSP00000389475,9606,152118,C3orf79
NOG90303,5,Hylobatidae,ENSP00000476986,9606,100130967,C6orf99
NOG90977,5,Hylobatidae,ENSP00000375482,9606,NA,KRTAP6-3
NOG282772,5,Hylobatidae,ENSP00000485629,9606,100507462,GVQW2
NOG89186,5,Hylobatidae,ENSP00000368055,9606,NA,ENSG00000205106
NOG89318,5,Hylobatidae,ENSP00000316457,9606,284756,C20orf197
NOG95088,5,Hylobatidae,ENSP00000367422,9606,NA,DLEU1
NOG232056,5,Hylobatidae,ENSP00000485379,9606,NA,ENSG00000279644
NOG254882,5,Hylobatidae,ENSP00000484918,9606,NA,ENSG00000278704
NOG90252,5,Hylobatidae,ENSP00000244930,9606,4246,SCGB2A1
NOG282850,5,Hylobatidae,ENSP00000369967,9606,NA,ENSG00000241690
NOG237895,5,Hylobatidae,ENSP00000485311,9606,NA,ENSG00000279152
NOG232518,5,Hylobatidae,ENSP00000386146,9606,441150,C6orf226
NOG41221,5,Hylobatidae,ENSP00000471463,9606,84798,C19orf48
NOG90126,6,Cercopithecoidea,ENSP00000391800,9606,NA,APLN
NOG89266,6,Cercopithecoidea,ENSP00000246895,9606,6779,STATH
NOG92065,6,Cercopithecoidea,ENSP00000485051,9606,NA,C14orf182
NOG238071,6,Cercopithecoidea,ENSP00000239125,9606,79946,C10orf95
NOG281619,6,Cercopithecoidea,ENSP00000337466,9606,280664,WFDC10B
NOG136223,6,Cercopithecoidea,ENSP00000302202,9606,150590,C2orf15
NOG282567,6,Cercopithecoidea,ENSP00000383398,9606,245929,DEFB115
NOG90716,6,Cercopithecoidea,ENSP00000335538,9606,644414,DEFB131
NOG90716,6,Cercopithecoidea,ENSP00000485141,9606,100129216,DEFB131B
NOG87241,6,Cercopithecoidea,ENSP00000485507,9606,NA,ENSG00000279909
NOG91596,6,Cercopithecoidea,ENSP00000338228,9606,NA,C5orf56
NOG23123,6,Cercopithecoidea,ENSP00000313324,9606,401097,C3orf80
NOG104538,6,Cercopithecoidea,ENSP00000334430,9606,171484,FAM9C
NOG271621,6,Cercopithecoidea,ENSP00000485529,9606,NA,ENSG00000279906
NOG270881,6,Cercopithecoidea,ENSP00000226230,9606,27346,TMEM97
NOG239498,6,Cercopithecoidea,ENSP00000257572,9606,8739,HRK
NOG280180,6,Cercopithecoidea,ENSP00000249044,9606,80831,APOL5
NOG22872,6,Cercopithecoidea,ENSP00000355614,9606,375061,FAM89A
NOG24149,6,Cercopithecoidea,ENSP00000383692,9606,100526739,CENPS-CORT
NOG18834,6,Cercopithecoidea,ENSP00000389111,9606,643988,C1orf233
NOG20269,6,Cercopithecoidea,ENSP00000343686,9606,284697,BTBD8
NOG269325,6,Cercopithecoidea,ENSP00000434508,9606,NA,ENSG00000254469
COG1007,6,Cercopithecoidea,ENSP00000354813,9606,4540,MT-ND5
COG1007,6,Cercopithecoidea,ENSP00000355046,9606,4536,MT-ND2
COG1845,6,Cercopithecoidea,ENSP00000354982,9606,4514,MT-CO3
NOG90690,7,Platyrrhini,ENSP00000304071,9606,202865,C7orf33
NOG105555,7,Platyrrhini,ENSP00000289448,9606,57824,HMHB1
NOG91327,7,Platyrrhini,ENSP00000485031,9606,403339,DEFB133
NOG234013,7,Platyrrhini,ENSP00000372651,9606,401089,FOXL2NB
NOG71367,7,Platyrrhini,ENSP00000303532,9606,NA,DEFB4A
NOG71367,7,Platyrrhini,ENSP00000424598,9606,100289462,DEFB4B
NOG71367,7,Platyrrhini,ENSP00000424598,9606,1673,DEFB4B
NOG90670,7,Platyrrhini,ENSP00000308368,9606,400073,C12orf76
NOG89204,7,Platyrrhini,ENSP00000318716,9606,171483,FAM9B
NOG89204,7,Platyrrhini,ENSP00000440163,9606,171482,FAM9A
NOG91496,7,Platyrrhini,ENSP00000408511,9606,NA,ENSG00000237847
NOG91496,7,Platyrrhini,ENSP00000470910,9606,100133301,FAM231C
NOG91496,7,Platyrrhini,ENSP00000473163,9606,NA,FAM231B
NOG91496,7,Platyrrhini,ENSP00000475227,9606,100996721,FAM231D
NOG91496,7,Platyrrhini,ENSP00000475227,9606,100996741,FAM231D
NOG91496,7,Platyrrhini,ENSP00000475227,9606,644634,FAM231D
NOG91496,7,Platyrrhini,ENSP00000485366,9606,102723383,ENSG00000279132
NOG91496,7,Platyrrhini,ENSP00000485366,9606,729574,ENSG00000279132
NOG91496,7,Platyrrhini,ENSP00000485366,9606,729587,ENSG00000279132
NOG230313,7,Platyrrhini,ENSP00000316940,9606,203562,TMEM31
NOG98051,7,Platyrrhini,ENSP00000362001,9606,NA,C20orf62
NOG104903,7,Platyrrhini,ENSP00000318437,9606,260436,FDCSP
NOG90737,7,Platyrrhini,ENSP00000485399,9606,283171,C11orf44
NOG71868,7,Platyrrhini,ENSP00000355421,9606,729447,GAGE2A
NOG71868,7,Platyrrhini,ENSP00000365320,9606,8712,PAGE1
NOG71868,7,Platyrrhini,ENSP00000371117,9606,NA,GAGE12E
NOG71868,7,Platyrrhini,ENSP00000371141,9606,729442,GAGE12H
NOG71868,7,Platyrrhini,ENSP00000384214,9606,NA,GAGE12D
NOG71868,7,Platyrrhini,ENSP00000385415,9606,NA,GAGE10
NOG71868,7,Platyrrhini,ENSP00000397103,9606,100132399,GAGE12C
NOG71868,7,Platyrrhini,ENSP00000397103,9606,729422,GAGE12C
NOG71868,7,Platyrrhini,ENSP00000397103,9606,729428,GAGE12C
NOG71868,7,Platyrrhini,ENSP00000397103,9606,729431,GAGE12C
NOG71868,7,Platyrrhini,ENSP00000404123,9606,NA,GAGE12F
NOG71868,7,Platyrrhini,ENSP00000409832,9606,NA,GAGE12J
NOG71868,7,Platyrrhini,ENSP00000416249,9606,100008586,GAGE12G
NOG71868,7,Platyrrhini,ENSP00000416249,9606,2579,GAGE12G
NOG71868,7,Platyrrhini,ENSP00000416249,9606,26748,GAGE12G
NOG71868,7,Platyrrhini,ENSP00000416249,9606,645073,GAGE12G
NOG71868,7,Platyrrhini,ENSP00000416249,9606,729428,GAGE12G
NOG71868,7,Platyrrhini,ENSP00000478568,9606,NA,GAGE2E
NOG71868,7,Platyrrhini,ENSP00000483811,9606,2576,GAGE13
NOG71868,7,Platyrrhini,ENSP00000483811,9606,2577,GAGE13
NOG71868,7,Platyrrhini,ENSP00000484668,9606,2543,GAGE1
NOG71868,7,Platyrrhini,ENSP00000484668,9606,2576,GAGE1
NOG135540,7,Platyrrhini,ENSP00000406773,9606,117159,DCD
NOG91893,7,Platyrrhini,ENSP00000315794,9606,644809,C15orf56
NOG90623,7,Platyrrhini,ENSP00000290294,9606,84366,PRAC1
NOG77630,7,Platyrrhini,ENSP00000295012,9606,NA,C1orf145
NOG269137,7,Platyrrhini,ENSP00000303777,9606,56156,TEX13B
NOG234373,7,Platyrrhini,ENSP00000359310,9606,158511,CSAG1
NOG72492,7,Platyrrhini,ENSP00000364752,9606,NA,XAGE1A
NOG72492,7,Platyrrhini,ENSP00000364766,9606,653067,XAGE1B
NOG72492,7,Platyrrhini,ENSP00000364766,9606,653220,XAGE1B
NOG89255,7,Platyrrhini,ENSP00000366317,9606,399726,CASC10
NOG282748,7,Platyrrhini,ENSP00000320813,9606,NA,DEFB104A
NOG282748,7,Platyrrhini,ENSP00000322191,9606,107984148,DEFB104B
NOG282748,7,Platyrrhini,ENSP00000322191,9606,140596,DEFB104B
NOG282748,7,Platyrrhini,ENSP00000322191,9606,503618,DEFB104B
NOG253678,7,Platyrrhini,ENSP00000428331,9606,253970,SFTA3
NOG90291,7,Platyrrhini,ENSP00000371813,9606,400830,DEFB132
NOG90462,7,Platyrrhini,ENSP00000404583,9606,285679,C5orf60
NOG253938,7,Platyrrhini,ENSP00000242109,9606,NA,KIAA0087
NOG97134,7,Platyrrhini,ENSP00000370058,9606,100129385,C9orf92
NOG91112,7,Platyrrhini,ENSP00000406541,9606,29125,C11orf21
NOG269795,7,Platyrrhini,ENSP00000356694,9606,356,FASLG
NOG92890,7,Platyrrhini,ENSP00000307879,9606,219833,C11orf45
NOG92299,7,Platyrrhini,ENSP00000350856,9606,389649,C8orf86
NOG39912,7,Platyrrhini,ENSP00000351884,9606,64663,SPANXC
NOG39912,7,Platyrrhini,ENSP00000351884,9606,728712,SPANXC
NOG39912,7,Platyrrhini,ENSP00000359546,9606,64648,SPANXD
NOG39912,7,Platyrrhini,ENSP00000359549,9606,NA,SPANXA2
NOG39912,7,Platyrrhini,ENSP00000359550,9606,30014,SPANXA1
NOG39912,7,Platyrrhini,ENSP00000359550,9606,728712,SPANXA1
NOG39912,7,Platyrrhini,ENSP00000405202,9606,728695,SPANXB2
NOG39912,7,Platyrrhini,ENSP00000405210,9606,441525,SPANXN4
NOG283017,7,Platyrrhini,ENSP00000334681,9606,NA,DEFB107A
NOG283017,7,Platyrrhini,ENSP00000347810,9606,245910,DEFB107B
NOG283017,7,Platyrrhini,ENSP00000347810,9606,503614,DEFB107B
NOG90805,7,Platyrrhini,ENSP00000384286,9606,339263,C17orf51
NOG236361,7,Platyrrhini,ENSP00000433282,9606,5003,SLC22A18AS
NOG231859,7,Platyrrhini,ENSP00000357226,9606,10485,C1orf61
NOG46841,7,Platyrrhini,ENSP00000371036,9606,128646,SIRPD
