cog_id,root,clade_name,protein_id,ssp_id,gene_id,preferred_name
NOG233002,4,Ponginae,ATMG00540,3702,NA,NA
NOG260390,4,Ponginae,AT4G22060,3702,NA,NA
NOG30751,4,Ponginae,AT1G44224,3702,NA,NA
NOG260629,4,Ponginae,AT2G14290,3702,NA,NA
NOG279604,4,Ponginae,AT1G53620,3702,NA,NA
NOG66913,4,Ponginae,AT4G24973,3702,NA,NA
NOG66913,4,Ponginae,AT4G24974,3702,NA,NA
NOG66913,4,Ponginae,AT4G24975,3702,NA,NA
NOG266772,4,Ponginae,AT2G07676,3702,NA,NA
NOG266772,4,Ponginae,ATMG00970,3702,NA,NA
NOG277018,4,Ponginae,AT5G56570,3702,NA,NA
NOG273137,4,Ponginae,AT4G14490,3702,NA,NA
NOG74847,4,Ponginae,AT3G03360,3702,NA,NA
NOG255066,4,Ponginae,AT4G14650,3702,NA,NA
NOG266774,4,Ponginae,AT4G00760,3702,NA,NA
NOG243419,4,Ponginae,AT2G40530,3702,NA,NA
NOG278594,4,Ponginae,AT2G07776,3702,NA,NA
NOG278594,4,Ponginae,ATMG00530,3702,NA,NA
NOG278101,4,Ponginae,AT5G38195,3702,NA,NA
NOG278101,4,Ponginae,AT5G38197,3702,NA,NA
NOG11915,4,Ponginae,AT1G73130,3702,NA,NA
NOG105295,4,Ponginae,AT3G45248,3702,NA,NA
NOG260472,4,Ponginae,AT4G11100,3702,NA,NA
NOG105336,4,Ponginae,AT4G15650,3702,NA,NA
NOG260394,4,Ponginae,AT1G66110,3702,NA,NA
NOG36693,4,Ponginae,AT3G09130,3702,NA,NA
NOG36693,4,Ponginae,AT3G42786,3702,NA,NA
NOG106244,4,Ponginae,AT3G46310,3702,NA,NA
NOG266771,4,Ponginae,AT1G57850,3702,NA,NA
NOG130892,4,Ponginae,AT1G80960,3702,NA,NA
NOG105405,4,Ponginae,AT5G47170,3702,NA,NA
NOG105307,4,Ponginae,AT5G51451,3702,NA,NA
NOG105964,4,Ponginae,AT2G25185,3702,NA,NA
NOG67700,4,Ponginae,AT2G07787,3702,NA,NA
NOG278414,4,Ponginae,AT5G59360,3702,NA,NA
NOG252964,4,Ponginae,AT3G17890,3702,NA,NA
NOG68647,4,Ponginae,AT2G32835,3702,NA,NA
NOG242475,4,Ponginae,AT2G35950,3702,NA,NA
NOG105166,4,Ponginae,AT1G03490,3702,NA,NA
NOG270837,4,Ponginae,AT3G48020,3702,NA,NA
NOG105222,4,Ponginae,AT1G27710,3702,NA,NA
NOG241341,4,Ponginae,ATMG00110,3702,NA,NA
NOG260430,4,Ponginae,AT5G39880,3702,NA,NA
NOG105373,4,Ponginae,AT4G04972,3702,NA,NA
NOG260413,4,Ponginae,AT5G08150,3702,NA,NA
NOG105270,4,Ponginae,AT2G02490,3702,NA,NA
NOG76418,4,Ponginae,AT4G15733,3702,NA,NA
NOG14902,4,Ponginae,AT2G07599,3702,NA,NA
NOG270624,4,Ponginae,ATMG00030,3702,NA,NA
NOG27988,4,Ponginae,AT3G15250,3702,NA,NA
NOG39584,4,Ponginae,AT4G13395,3702,NA,NA
NOG38461,4,Ponginae,AT3G12012,3702,NA,NA
NOG33845,4,Ponginae,AT5G09461,3702,NA,NA
NOG33845,4,Ponginae,AT5G50011,3702,NA,NA
NOG39979,4,Ponginae,AT5G10745,3702,NA,NA
NOG43663,4,Ponginae,AT4G34588,3702,NA,NA
COG0839,4,Ponginae,ATCG01080,3702,NA,NA
COG0839,4,Ponginae,ATMG00270,3702,NA,NA
NOG33960,4,Ponginae,ATCG00710,3702,NA,NA
COG0356,4,Ponginae,AT2G07741,3702,NA,NA
COG0356,4,Ponginae,ATCG00150,3702,NA,NA
COG0356,4,Ponginae,ATMG00410,3702,NA,NA
COG0356,4,Ponginae,ATMG01170,3702,NA,NA
NOG105368,5,Hylobatidae,AT1G49800,3702,NA,NA
NOG259381,5,Hylobatidae,AT4G18540,3702,NA,NA
NOG106247,5,Hylobatidae,AT5G60840,3702,NA,NA
NOG70017,5,Hylobatidae,AT2G23440,3702,NA,NA
NOG63769,5,Hylobatidae,AT1G43790,3702,NA,NA
NOG66636,5,Hylobatidae,AT4G18400,3702,NA,NA
NOG105398,5,Hylobatidae,AT1G03320,3702,NA,NA
NOG47472,5,Hylobatidae,AT1G44575,3702,NA,NA
COG2064,5,Hylobatidae,AT2G11910,3702,NA,NA
NOG106949,5,Hylobatidae,AT3G01230,3702,NA,NA
NOG272040,5,Hylobatidae,AT4G33925,3702,NA,NA
NOG278384,5,Hylobatidae,AT1G49700,3702,NA,NA
NOG266780,5,Hylobatidae,AT5G22730,3702,NA,NA
NOG266780,5,Hylobatidae,AT5G44490,3702,NA,NA
NOG42575,5,Hylobatidae,AT5G23212,3702,NA,NA
NOG42575,5,Hylobatidae,AT5G51845,3702,NA,NA
NOG110507,5,Hylobatidae,AT1G49110,3702,NA,NA
NOG241667,5,Hylobatidae,AT1G02450,3702,NA,NA
NOG43909,5,Hylobatidae,AT4G00895,3702,NA,NA
NOG33852,5,Hylobatidae,AT1G14760,3702,NA,NA
NOG67934,5,Hylobatidae,AT3G04640,3702,NA,NA
NOG67264,5,Hylobatidae,AT1G61563,3702,NA,NA
NOG67264,5,Hylobatidae,AT1G61566,3702,NA,NA
NOG67264,5,Hylobatidae,AT2G22055,3702,NA,NA
NOG256824,5,Hylobatidae,AT2G46505,3702,NA,NA
NOG43874,5,Hylobatidae,AT1G67270,3702,NA,NA
NOG43874,5,Hylobatidae,AT1G67780,3702,NA,NA
NOG59571,5,Hylobatidae,AT4G14746,3702,NA,NA
NOG270581,5,Hylobatidae,AT1G79510,3702,NA,NA
NOG262345,5,Hylobatidae,AT2G05970,3702,NA,NA
NOG270457,5,Hylobatidae,AT2G46100,3702,NA,NA
NOG105779,5,Hylobatidae,AT1G16640,3702,NA,NA
NOG105284,5,Hylobatidae,AT1G75190,3702,NA,NA
NOG105357,5,Hylobatidae,AT5G49525,3702,NA,NA
NOG278268,5,Hylobatidae,AT3G50450,3702,NA,NA
NOG278268,5,Hylobatidae,AT3G50470,3702,NA,NA
NOG71453,5,Hylobatidae,AT2G19020,3702,NA,NA
NOG71453,5,Hylobatidae,AT2G19030,3702,NA,NA
NOG71453,5,Hylobatidae,AT2G19040,3702,NA,NA
NOG71453,5,Hylobatidae,AT2G19045,3702,NA,NA
NOG71453,5,Hylobatidae,AT3G25165,3702,NA,NA
NOG71453,5,Hylobatidae,AT3G25170,3702,NA,NA
NOG266749,5,Hylobatidae,AT3G59200,3702,NA,NA
NOG260498,5,Hylobatidae,AT5G54165,3702,NA,NA
NOG59449,5,Hylobatidae,AT2G29930,3702,NA,NA
NOG38495,5,Hylobatidae,AT4G12731,3702,NA,NA
NOG66924,5,Hylobatidae,AT1G69630,3702,NA,NA
NOG66924,5,Hylobatidae,AT1G78750,3702,NA,NA
NOG273537,5,Hylobatidae,AT1G29180,3702,NA,NA
NOG273537,5,Hylobatidae,AT1G44020,3702,NA,NA
NOG273537,5,Hylobatidae,AT1G44030,3702,NA,NA
NOG273537,5,Hylobatidae,AT1G62030,3702,NA,NA
NOG273537,5,Hylobatidae,AT1G66450,3702,NA,NA
NOG273537,5,Hylobatidae,AT2G28460,3702,NA,NA
NOG273537,5,Hylobatidae,AT3G26240,3702,NA,NA
NOG273537,5,Hylobatidae,AT3G26250,3702,NA,NA
NOG273537,5,Hylobatidae,AT3G50010,3702,NA,NA
NOG273537,5,Hylobatidae,AT4G02540,3702,NA,NA
NOG273537,5,Hylobatidae,AT4G10560,3702,NA,NA
NOG273537,5,Hylobatidae,AT4G13130,3702,NA,NA
NOG273537,5,Hylobatidae,AT4G15070,3702,NA,NA
NOG273537,5,Hylobatidae,AT4G26380,3702,NA,NA
NOG273537,5,Hylobatidae,AT5G48320,3702,NA,NA
NOG32191,5,Hylobatidae,AT5G22650,3702,NA,NA
NOG273076,5,Hylobatidae,AT5G05365,3702,NA,NA
NOG51438,5,Hylobatidae,AT2G03980,3702,NA,NA
NOG73727,5,Hylobatidae,AT5G22660,3702,NA,NA
NOG73727,5,Hylobatidae,AT5G22700,3702,NA,NA
NOG276025,5,Hylobatidae,AT5G40630,3702,NA,NA
NOG40881,5,Hylobatidae,AT5G44005,3702,NA,NA
NOG38439,5,Hylobatidae,AT3G61470,3702,NA,NA
KOG4726,5,Hylobatidae,AT1G32190,3702,NA,NA
NOG278347,5,Hylobatidae,AT1G30170,3702,NA,NA
NOG111876,5,Hylobatidae,AT1G24520,3702,NA,NA
NOG246607,5,Hylobatidae,AT5G57760,3702,NA,NA
NOG271058,5,Hylobatidae,AT3G12210,3702,NA,NA
NOG17681,5,Hylobatidae,AT2G17410,3702,NA,NA
NOG233215,5,Hylobatidae,AT5G11740,3702,NA,NA
NOG23353,5,Hylobatidae,AT2G46150,3702,NA,NA
NOG33067,5,Hylobatidae,AT2G39440,3702,NA,NA
NOG271561,5,Hylobatidae,AT2G23090,3702,NA,NA
NOG20073,5,Hylobatidae,AT5G44785,3702,NA,NA
NOG270576,5,Hylobatidae,AT4G37730,3702,NA,NA
NOG270234,5,Hylobatidae,AT1G09920,3702,NA,NA
NOG272028,5,Hylobatidae,AT3G10980,3702,NA,NA
NOG279148,5,Hylobatidae,AT3G04945,3702,NA,NA
NOG274119,5,Hylobatidae,AT5G27230,3702,NA,NA
NOG63317,5,Hylobatidae,AT4G31640,3702,NA,NA
NOG63317,5,Hylobatidae,AT4G31650,3702,NA,NA
NOG63317,5,Hylobatidae,AT4G31680,3702,NA,NA
NOG63317,5,Hylobatidae,AT4G31690,3702,NA,NA
NOG262221,5,Hylobatidae,AT2G36340,3702,NA,NA
NOG51303,5,Hylobatidae,AT3G18485,3702,NA,NA
NOG24493,5,Hylobatidae,AT4G12470,3702,NA,NA
NOG24493,5,Hylobatidae,AT4G12480,3702,NA,NA
NOG24493,5,Hylobatidae,AT4G12500,3702,NA,NA
NOG05853,5,Hylobatidae,AT5G64550,3702,NA,NA
NOG22264,5,Hylobatidae,AT1G24380,3702,NA,NA
NOG22264,5,Hylobatidae,AT1G66235,3702,NA,NA
NOG22264,5,Hylobatidae,AT4G10230,3702,NA,NA
NOG271188,5,Hylobatidae,AT3G28930,3702,NA,NA
NOG271188,5,Hylobatidae,AT3G28940,3702,NA,NA
NOG271188,5,Hylobatidae,AT3G28950,3702,NA,NA
NOG38730,5,Hylobatidae,AT3G13882,3702,NA,NA
NOG266643,5,Hylobatidae,AT5G56810,3702,NA,NA
NOG23343,5,Hylobatidae,AT2G28270,3702,NA,NA
NOG23343,5,Hylobatidae,AT2G44380,3702,NA,NA
NOG23343,5,Hylobatidae,AT2G44390,3702,NA,NA
NOG23343,5,Hylobatidae,AT5G43520,3702,NA,NA
NOG42182,5,Hylobatidae,AT1G07175,3702,NA,NA
NOG42182,5,Hylobatidae,AT2G29995,3702,NA,NA
NOG49385,5,Hylobatidae,AT5G05110,3702,NA,NA
NOG270890,5,Hylobatidae,AT3G18470,3702,NA,NA
NOG29750,5,Hylobatidae,AT1G73750,3702,NA,NA
NOG57675,5,Hylobatidae,AT1G15790,3702,NA,NA
NOG267161,5,Hylobatidae,ATMG00570,3702,NA,NA
NOG18466,5,Hylobatidae,AT1G67390,3702,NA,NA
NOG15346,5,Hylobatidae,AT1G63820,3702,NA,NA
NOG15346,5,Hylobatidae,AT5G59990,3702,NA,NA
NOG273021,5,Hylobatidae,AT1G25275,3702,NA,NA
NOG29044,5,Hylobatidae,AT3G22300,3702,NA,NA
NOG31204,5,Hylobatidae,AT2G41905,3702,NA,NA
NOG31204,5,Hylobatidae,AT3G57690,3702,NA,NA
NOG11995,5,Hylobatidae,ATMG00640,3702,NA,NA
NOG277038,5,Hylobatidae,AT3G29075,3702,NA,NA
NOG277038,5,Hylobatidae,AT5G39570,3702,NA,NA
NOG270670,5,Hylobatidae,AT1G64380,3702,NA,NA
NOG08325,5,Hylobatidae,AT2G07734,3702,NA,NA
NOG08325,5,Hylobatidae,ATMG00290,3702,NA,NA
KOG4669,5,Hylobatidae,ATCG01070,3702,NA,NA
KOG4669,5,Hylobatidae,ATMG00650,3702,NA,NA
NOG259358,5,Hylobatidae,ATCG00520,3702,NA,NA
NOG112201,6,Cercopithecoidea,AT3G04370,3702,NA,NA
NOG34270,6,Cercopithecoidea,AT1G56030,3702,NA,NA
NOG34270,6,Cercopithecoidea,AT1G56040,3702,NA,NA
NOG34270,6,Cercopithecoidea,AT2G45920,3702,NA,NA
NOG241255,6,Cercopithecoidea,AT5G22970,3702,NA,NA
NOG241255,6,Cercopithecoidea,AT5G60000,3702,NA,NA
NOG105190,6,Cercopithecoidea,AT4G23870,3702,NA,NA
NOG231920,6,Cercopithecoidea,AT2G21780,3702,NA,NA
NOG43705,6,Cercopithecoidea,AT5G53440,3702,NA,NA
NOG105192,6,Cercopithecoidea,AT3G26110,3702,NA,NA
NOG105063,6,Cercopithecoidea,AT2G30930,3702,NA,NA
NOG260416,6,Cercopithecoidea,AT4G39795,3702,NA,NA
NOG105240,6,Cercopithecoidea,AT1G75360,3702,NA,NA
NOG105188,6,Cercopithecoidea,AT3G50373,3702,NA,NA
NOG105188,6,Cercopithecoidea,AT5G51360,3702,NA,NA
NOG260484,6,Cercopithecoidea,AT3G62990,3702,NA,NA
NOG112063,6,Cercopithecoidea,AT2G22942,3702,NA,NA
NOG105112,6,Cercopithecoidea,AT1G68880,3702,NA,NA
NOG258365,6,Cercopithecoidea,AT2G28320,3702,NA,NA
NOG105232,6,Cercopithecoidea,AT2G24310,3702,NA,NA
NOG105094,6,Cercopithecoidea,AT4G13790,3702,NA,NA
NOG105094,6,Cercopithecoidea,AT4G38850,3702,NA,NA
NOG260396,6,Cercopithecoidea,AT1G45190,3702,NA,NA
NOG260396,6,Cercopithecoidea,AT1G47470,3702,NA,NA
NOG260396,6,Cercopithecoidea,AT3G11990,3702,NA,NA
NOG105379,6,Cercopithecoidea,AT4G21865,3702,NA,NA
NOG273401,6,Cercopithecoidea,AT1G02290,3702,NA,NA
NOG105213,6,Cercopithecoidea,AT5G06265,3702,NA,NA
NOG272786,6,Cercopithecoidea,AT2G26680,3702,NA,NA
NOG241666,6,Cercopithecoidea,AT1G64490,3702,NA,NA
NOG104994,6,Cercopithecoidea,AT4G02160,3702,NA,NA
NOG41313,6,Cercopithecoidea,AT1G54970,3702,NA,NA
NOG41313,6,Cercopithecoidea,AT3G62680,3702,NA,NA
NOG105130,6,Cercopithecoidea,AT4G08910,3702,NA,NA
NOG241668,6,Cercopithecoidea,AT1G28815,3702,NA,NA
NOG260749,6,Cercopithecoidea,AT1G76740,3702,NA,NA
NOG247248,6,Cercopithecoidea,AT3G27410,3702,NA,NA
NOG105253,6,Cercopithecoidea,AT2G37610,3702,NA,NA
NOG234612,6,Cercopithecoidea,AT5G55650,3702,NA,NA
NOG266777,6,Cercopithecoidea,AT5G01730,3702,NA,NA
NOG270274,6,Cercopithecoidea,AT3G10130,3702,NA,NA
NOG272284,6,Cercopithecoidea,AT3G11840,3702,NA,NA
NOG105288,6,Cercopithecoidea,AT5G02000,3702,NA,NA
NOG105228,6,Cercopithecoidea,AT2G28870,3702,NA,NA
NOG260469,6,Cercopithecoidea,AT3G14560,3702,NA,NA
NOG70029,6,Cercopithecoidea,AT1G26515,3702,NA,NA
NOG70029,6,Cercopithecoidea,AT1G31000,3702,NA,NA
NOG70029,6,Cercopithecoidea,AT1G47800,3702,NA,NA
NOG70029,6,Cercopithecoidea,AT1G70970,3702,NA,NA
NOG70029,6,Cercopithecoidea,AT4G11590,3702,NA,NA
NOG70029,6,Cercopithecoidea,AT4G29970,3702,NA,NA
NOG70029,6,Cercopithecoidea,AT5G15660,3702,NA,NA
NOG70029,6,Cercopithecoidea,AT5G15670,3702,NA,NA
NOG70029,6,Cercopithecoidea,AT5G52610,3702,NA,NA
NOG260395,6,Cercopithecoidea,AT5G38310,3702,NA,NA
NOG105314,6,Cercopithecoidea,AT3G26934,3702,NA,NA
NOG105074,6,Cercopithecoidea,AT1G66820,3702,NA,NA
NOG279540,6,Cercopithecoidea,AT4G31630,3702,NA,NA
NOG105481,6,Cercopithecoidea,AT4G04990,3702,NA,NA
NOG43641,6,Cercopithecoidea,AT5G28610,3702,NA,NA
NOG43641,6,Cercopithecoidea,AT5G28630,3702,NA,NA
NOG105095,6,Cercopithecoidea,AT1G26798,3702,NA,NA
NOG105095,6,Cercopithecoidea,AT1G26799,3702,NA,NA
NOG105095,6,Cercopithecoidea,AT3G55252,3702,NA,NA
NOG105095,6,Cercopithecoidea,AT3G55254,3702,NA,NA
NOG105095,6,Cercopithecoidea,AT3G55665,3702,NA,NA
NOG105095,6,Cercopithecoidea,AT3G55672,3702,NA,NA
NOG105095,6,Cercopithecoidea,AT3G55677,3702,NA,NA
NOG260435,6,Cercopithecoidea,AT3G13910,3702,NA,NA
NOG107184,6,Cercopithecoidea,AT4G22666,3702,NA,NA
NOG235925,6,Cercopithecoidea,AT1G47280,3702,NA,NA
NOG104977,6,Cercopithecoidea,AT1G10770,3702,NA,NA
NOG104977,6,Cercopithecoidea,AT1G60760,3702,NA,NA
NOG105349,6,Cercopithecoidea,AT3G30350,3702,NA,NA
NOG272598,6,Cercopithecoidea,AT1G49030,3702,NA,NA
NOG272994,6,Cercopithecoidea,AT1G35340,3702,NA,NA
NOG104986,6,Cercopithecoidea,AT5G26060,3702,NA,NA
NOG260384,6,Cercopithecoidea,AT5G53260,3702,NA,NA
NOG260384,6,Cercopithecoidea,AT5G53270,3702,NA,NA
NOG262476,6,Cercopithecoidea,AT1G14770,3702,NA,NA
NOG262458,6,Cercopithecoidea,AT2G20500,3702,NA,NA
NOG262443,6,Cercopithecoidea,AT3G12320,3702,NA,NA
NOG110587,6,Cercopithecoidea,AT3G22275,3702,NA,NA
NOG111877,6,Cercopithecoidea,AT3G15860,3702,NA,NA
NOG111877,6,Cercopithecoidea,AT5G11830,3702,NA,NA
NOG111877,6,Cercopithecoidea,AT5G26090,3702,NA,NA
NOG36275,6,Cercopithecoidea,AT4G28660,3702,NA,NA
NOG105030,6,Cercopithecoidea,AT5G22240,3702,NA,NA
NOG112252,6,Cercopithecoidea,AT1G63240,3702,NA,NA
NOG262701,6,Cercopithecoidea,AT5G26100,3702,NA,NA
NOG51721,6,Cercopithecoidea,AT5G15880,3702,NA,NA
NOG105120,6,Cercopithecoidea,AT2G10970,3702,NA,NA
NOG266769,6,Cercopithecoidea,AT1G17510,3702,NA,NA
NOG262154,6,Cercopithecoidea,AT2G03830,3702,NA,NA
NOG21105,6,Cercopithecoidea,AT4G17720,3702,NA,NA
NOG21105,6,Cercopithecoidea,AT5G16840,3702,NA,NA
NOG278961,6,Cercopithecoidea,AT4G01985,3702,NA,NA
NOG260369,6,Cercopithecoidea,AT2G46535,3702,NA,NA
NOG105177,6,Cercopithecoidea,AT4G24950,3702,NA,NA
NOG260442,6,Cercopithecoidea,AT2G43510,3702,NA,NA
NOG54363,6,Cercopithecoidea,AT1G14160,3702,NA,NA
