cog_id,root,clade_name,protein_id,ssp_id,gene_id,preferred_name
NOG89890,1,Homo,ENSMUSP00000056250,10090,NA,Krtap19-4
NOG89208,1,Homo,ENSMUSP00000095217,10090,NA,Gm10545
NOG89263,1,Homo,ENSMUSP00000019058,10090,NA,Il3
NOG242249,1,Homo,ENSMUSP00000102748,10090,NA,Cdkn2a
NOG89676,1,Homo,ENSMUSP00000077828,10090,NA,mCG_12890
NOG91807,1,Homo,ENSMUSP00000025635,10090,NA,mCG_12892
NOG72801,1,Homo,ENSMUSP00000103622,10090,NA,Gm21586
NOG72801,1,Homo,ENSMUSP00000103637,10090,NA,Gm21953
NOG72801,1,Homo,ENSMUSP00000103663,10090,NA,Gm20878
NOG72801,1,Homo,ENSMUSP00000111571,10090,NA,Gm13308
NOG27061,1,Homo,ENSMUSP00000136570,10090,NA,Gm3898
NOG262219,1,Homo,ENSMUSP00000139661,10090,NA,Krtap6-2
NOG257518,1,Homo,ENSMUSP00000083736,10090,NA,Gm10190
NOG270172,1,Homo,ENSMUSP00000077524,10090,NA,Krtap21-1
NOG93648,1,Homo,ENSMUSP00000116702,10090,NA,ENSMUSG00000052419
NOG28494,1,Homo,ENSMUSP00000126250,10090,NA,Cdr1
NOG133613,1,Homo,ENSMUSP00000053366,10090,NA,Pxt1
NOG267955,1,Homo,ENSMUSP00000081873,10090,NA,Olfr575
NOG16142,1,Homo,ENSMUSP00000101408,10090,NA,Rsc1a1
NOG246535,1,Homo,ENSMUSP00000124993,10090,NA,Gm16039
NOG239498,1,Homo,ENSMUSP00000057532,10090,NA,Hrk
NOG133560,1,Homo,ENSMUSP00000052128,10090,NA,Lor
NOG09055,1,Homo,ENSMUSP00000123851,10090,NA,ENSMUSG00000090066
NOG269325,1,Homo,ENSMUSP00000102563,10090,NA,Xndc1
NOG232731,2,Pan,ENSMUSP00000125941,10090,NA,Gm17728
NOG282256,2,Pan,ENSMUSP00000099034,10090,NA,Gm1141
NOG283024,2,Pan,ENSMUSP00000071783,10090,NA,AY761184
NOG283024,2,Pan,ENSMUSP00000076665,10090,NA,Gm14851
NOG283024,2,Pan,ENSMUSP00000096489,10090,NA,Defa-rs1
NOG283024,2,Pan,ENSMUSP00000106377,10090,NA,Gm7861
NOG283024,2,Pan,ENSMUSP00000106380,10090,NA,Gm7849
NOG250314,2,Pan,ENSMUSP00000042389,10090,NA,Svs2
NOG250320,2,Pan,ENSMUSP00000047030,10090,NA,Erv3
NOG230311,2,Pan,ENSMUSP00000013227,10090,NA,mCG_133478
NOG269803,2,Pan,ENSMUSP00000125867,10090,NA,Il12b
NOG135353,2,Pan,ENSMUSP00000096399,10090,NA,Crxos
NOG282693,2,Pan,ENSMUSP00000104960,10090,NA,Wfdc16
NOG136678,2,Pan,ENSMUSP00000132091,10090,NA,BC049352
NOG78435,2,Pan,ENSMUSP00000126690,10090,NA,Gm7325
NOG248850,2,Pan,ENSMUSP00000093080,10090,NA,Gm6040
NOG245137,2,Pan,ENSMUSP00000022028,10090,NA,mCG_14962
NOG255998,2,Pan,ENSMUSP00000119300,10090,NA,Gm15056
NOG70371,2,Pan,ENSMUSP00000127452,10090,NA,Gm20721
NOG246682,2,Pan,ENSMUSP00000136431,10090,NA,ENSMUSG00000096573
NOG90206,2,Pan,ENSMUSP00000048665,10090,NA,ENSMUSG00000038782
NOG90206,2,Pan,ENSMUSP00000071992,10090,NA,Gm10109
NOG133736,2,Pan,ENSMUSP00000090060,10090,NA,Gm14725
NOG62866,2,Pan,ENSMUSP00000078691,10090,NA,Gm5148
NOG62866,2,Pan,ENSMUSP00000123235,10090,NA,ENSMUSG00000065952
NOG62866,2,Pan,ENSMUSP00000131256,10090,NA,Gm2174
NOG283550,2,Pan,ENSMUSP00000130430,10090,NA,Nsun4
NOG282768,2,Pan,ENSMUSP00000072971,10090,NA,Gm10076
NOG282768,2,Pan,ENSMUSP00000135533,10090,NA,Rpl41
NOG135734,2,Pan,ENSMUSP00000063665,10090,NA,ENSMUSG00000052642
NOG88709,2,Pan,ENSMUSP00000096195,10090,NA,Gm10644
NOG78612,2,Pan,ENSMUSP00000135716,10090,NA,Gm3867
NOG97938,2,Pan,ENSMUSP00000039696,10090,NA,ENSMUSG00000039133
NOG87100,2,Pan,ENSMUSP00000099385,10090,NA,Wfdc3
NOG246670,2,Pan,ENSMUSP00000095427,10090,NA,Defb18
NOG238705,2,Pan,ENSMUSP00000120070,10090,NA,ENSMUSG00000068099
NOG89283,2,Pan,ENSMUSP00000126447,10090,NA,Gm17416
NOG90057,2,Pan,ENSMUSP00000028306,10090,NA,Lcn5
NOG133672,2,Pan,ENSMUSP00000007601,10090,NA,ENSMUSG00000007457
NOG282581,2,Pan,ENSMUSP00000083761,10090,NA,ENSMUSG00000066944
NOG13041,2,Pan,ENSMUSP00000057095,10090,NA,Spata2
NOG01628,2,Pan,ENSMUSP00000093090,10090,NA,Syne3
NOG91299,2,Pan,ENSMUSP00000092225,10090,NA,Csn1s1
NOG233001,2,Pan,ENSMUSP00000132657,10090,NA,Gm17677
NOG251151,2,Pan,ENSMUSP00000130094,10090,NA,mCG_17831
NOG281636,2,Pan,ENSMUSP00000095790,10090,NA,Olfr633
NOG90158,2,Pan,ENSMUSP00000051559,10090,NA,Sprr4
NOG62717,2,Pan,ENSMUSP00000068772,10090,NA,Cebpzos
NOG250353,2,Pan,ENSMUSP00000095222,10090,NA,ENSMUSG00000073598
NOG246654,2,Pan,ENSMUSP00000048125,10090,NA,Spag11b
NOG95703,2,Pan,ENSMUSP00000107786,10090,NA,ENSMUSG00000072694
NOG34531,2,Pan,ENSMUSP00000141107,10090,NA,ENSMUSG00000051319
NOG271621,2,Pan,ENSMUSP00000096471,10090,NA,Gm21750
NOG271621,2,Pan,ENSMUSP00000126626,10090,NA,Gm21962
NOG271621,2,Pan,ENSMUSP00000127976,10090,NA,Gm17555
NOG271621,2,Pan,ENSMUSP00000135960,10090,NA,Gm21897
NOG271621,2,Pan,ENSMUSP00000137335,10090,NA,Gm21833
NOG271621,2,Pan,ENSMUSP00000137421,10090,NA,Pol
NOG76171,2,Pan,ENSMUSP00000080995,10090,NA,mt-Atp8
NOG78633,2,Pan,ENSMUSP00000024704,10090,NA,Flywch2
NOG91447,2,Pan,ENSMUSP00000096809,10090,NA,Defb25
NOG23654,2,Pan,ENSMUSP00000081002,10090,NA,mt-Nd6
NOG20269,2,Pan,ENSMUSP00000092119,10090,NA,Btbd8
NOG21883,2,Pan,ENSMUSP00000031146,10090,NA,Nmu
NOG244560,2,Pan,ENSMUSP00000124991,10090,NA,ENSMUSG00000056617
KOG4669,2,Pan,ENSMUSP00000081021,10090,NA,mt-Nd4l
COG0838,2,Pan,ENSMUSP00000080998,10090,NA,mt-Nd3
COG1008,2,Pan,ENSMUSP00000081000,10090,NA,mt-Nd4
COG0356,2,Pan,ENSMUSP00000080996,10090,NA,mt-Atp6
COG1005,2,Pan,ENSMUSP00000080991,10090,NA,mt-Nd1
COG1622,2,Pan,ENSMUSP00000080994,10090,NA,mt-Co2
COG1845,2,Pan,ENSMUSP00000080997,10090,NA,mt-Co3
COG1007,2,Pan,ENSMUSP00000080992,10090,NA,mt-Nd2
COG1007,2,Pan,ENSMUSP00000081001,10090,NA,mt-Nd5
COG1007,2,Pan,ENSMUSP00000137467,10090,NA,Gm4076
COG0843,2,Pan,ENSMUSP00000080993,10090,NA,mt-Co1
NOG232520,3,Gorilla,ENSMUSP00000137519,10090,NA,mCG_53587
NOG92707,3,Gorilla,ENSMUSP00000070550,10090,NA,ENSMUSG00000040139
NOG282681,3,Gorilla,ENSMUSP00000125285,10090,NA,Fxyd5
NOG94587,3,Gorilla,ENSMUSP00000052670,10090,NA,Skint9
NOG94587,3,Gorilla,ENSMUSP00000058838,10090,NA,Skint10
NOG73443,3,Gorilla,ENSMUSP00000132193,10090,NA,Gm561
NOG259408,3,Gorilla,ENSMUSP00000026595,10090,NA,Tmem192
NOG280178,3,Gorilla,ENSMUSP00000034619,10090,NA,mCG_7467
NOG280178,3,Gorilla,ENSMUSP00000129553,10090,NA,Gm17727
NOG39468,3,Gorilla,ENSMUSP00000136399,10090,NA,Gm3336
NOG284316,3,Gorilla,ENSMUSP00000056155,10090,NA,Cox8c
NOG87704,3,Gorilla,ENSMUSP00000108156,10090,NA,ENSMUSG00000079346
NOG102373,3,Gorilla,ENSMUSP00000109389,10090,NA,H2-T24
NOG271268,3,Gorilla,ENSMUSP00000102075,10090,NA,Rwdd3
NOG282567,3,Gorilla,ENSMUSP00000112697,10090,NA,Defb28
NOG273641,3,Gorilla,ENSMUSP00000041908,10090,NA,Nlrp4f
NOG273641,3,Gorilla,ENSMUSP00000046503,10090,NA,Nlrp4c
NOG273641,3,Gorilla,ENSMUSP00000066841,10090,NA,Nlrp4a
NOG273641,3,Gorilla,ENSMUSP00000075794,10090,NA,Nlrp4e
NOG12716,3,Gorilla,ENSMUSP00000137972,10090,NA,Tnfsf12
NOG42340,3,Gorilla,ENSMUSP00000062976,10090,NA,Spink10
NOG282438,3,Gorilla,ENSMUSP00000054822,10090,NA,Skint7
NOG282438,3,Gorilla,ENSMUSP00000133268,10090,NA,Skint8
NOG279084,3,Gorilla,ENSMUSP00000091779,10090,NA,Ccl26
NOG273017,3,Gorilla,ENSMUSP00000042662,10090,NA,Skint3
NOG273017,3,Gorilla,ENSMUSP00000102176,10090,NA,Skint4
NOG273017,3,Gorilla,ENSMUSP00000121870,10090,NA,Skint6
NOG273017,3,Gorilla,ENSMUSP00000124737,10090,NA,Skint1
NOG273017,3,Gorilla,ENSMUSP00000132470,10090,NA,Skint5
NOG273017,3,Gorilla,ENSMUSP00000139831,10090,NA,Skint2
NOG85158,3,Gorilla,ENSMUSP00000072231,10090,NA,Olfr1406
NOG85158,3,Gorilla,ENSMUSP00000073345,10090,NA,Olfr1408
NOG274810,3,Gorilla,ENSMUSP00000054607,10090,NA,Olfr672
NOG77251,3,Gorilla,ENSMUSP00000034610,10090,NA,Pate4
NOG13914,3,Gorilla,ENSMUSP00000069019,10090,NA,Prr18
NOG10957,3,Gorilla,ENSMUSP00000107579,10090,NA,Kazald1
NOG237333,4,Ponginae,ENSMUSP00000096487,10090,NA,Smcp
NOG76369,4,Ponginae,ENSMUSP00000136210,10090,NA,Fam240b
NOG76369,4,Ponginae,ENSMUSP00000136900,10090,NA,Gm590
NOG89888,4,Ponginae,ENSMUSP00000132718,10090,NA,Krtap19-1
NOG89888,4,Ponginae,ENSMUSP00000139557,10090,NA,Krtap16-3
NOG95199,4,Ponginae,ENSMUSP00000037408,10090,NA,Galp
NOG70872,4,Ponginae,ENSMUSP00000137187,10090,NA,Gm933
NOG273525,4,Ponginae,ENSMUSP00000097254,10090,NA,Nrbf2
NOG267981,4,Ponginae,ENSMUSP00000047914,10090,NA,Igsf23
NOG273625,4,Ponginae,ENSMUSP00000099866,10090,NA,Btla
NOG59589,4,Ponginae,ENSMUSP00000137376,10090,NA,mCG_1155
NOG36479,4,Ponginae,ENSMUSP00000109039,10090,NA,mCG_8605
NOG278419,4,Ponginae,ENSMUSP00000051917,10090,NA,mCG_126068
NOG278419,4,Ponginae,ENSMUSP00000125855,10090,NA,Gm5916
NOG75859,4,Ponginae,ENSMUSP00000141121,10090,NA,Cys1
NOG272915,4,Ponginae,ENSMUSP00000119257,10090,NA,mCG_13473
NOG89239,4,Ponginae,ENSMUSP00000136426,10090,NA,Gpr15l
NOG22872,4,Ponginae,ENSMUSP00000058156,10090,NA,Fam89a
NOG78376,4,Ponginae,ENSMUSP00000135513,10090,NA,Gm38999
NOG91167,4,Ponginae,ENSMUSP00000064913,10090,NA,Oosp3
NOG91522,4,Ponginae,ENSMUSP00000010579,10090,NA,Spaca7
NOG91522,4,Ponginae,ENSMUSP00000033906,10090,NA,mCG_11183
NOG265553,4,Ponginae,ENSMUSP00000088202,10090,NA,Olfr1188
NOG265553,4,Ponginae,ENSMUSP00000097372,10090,NA,Olfr1233
NOG254885,4,Ponginae,ENSMUSP00000035523,10090,NA,ENSMUSG00000038523
NOG45495,4,Ponginae,ENSMUSP00000096566,10090,NA,ENSMUSG00000074497
NOG16135,4,Ponginae,ENSMUSP00000069161,10090,NA,Tmem158
NOG282764,4,Ponginae,ENSMUSP00000059585,10090,NA,Defb19
NOG232518,4,Ponginae,ENSMUSP00000071378,10090,NA,ENSMUSG00000062619
NOG25445,4,Ponginae,ENSMUSP00000078674,10090,NA,ENSMUSG00000058925
NOG09512,4,Ponginae,ENSMUSP00000102481,10090,NA,Wdr78
NOG37078,4,Ponginae,ENSMUSP00000127485,10090,NA,ENSMUSG00000090394
NOG11726,4,Ponginae,ENSMUSP00000023057,10090,NA,Nptxr
NOG42570,4,Ponginae,ENSMUSP00000113120,10090,NA,ENSMUSG00000022798
NOG282756,5,Hylobatidae,ENSMUSP00000033524,10090,NA,Ctag2
NOG282756,5,Hylobatidae,ENSMUSP00000109752,10090,NA,Gm6890
NOG282756,5,Hylobatidae,ENSMUSP00000109760,10090,NA,Gm6880
NOG65692,5,Hylobatidae,ENSMUSP00000105375,10090,NA,Bpifa6
NOG245597,5,Hylobatidae,ENSMUSP00000033691,10090,NA,Tsx
NOG270627,5,Hylobatidae,ENSMUSP00000041963,10090,NA,Muc1
NOG94307,5,Hylobatidae,ENSMUSP00000025390,10090,NA,Dynap
NOG98404,5,Hylobatidae,ENSMUSP00000055787,10090,NA,ENSMUSG00000044854
NOG255017,5,Hylobatidae,ENSMUSP00000064479,10090,NA,Wdnml1
NOG276182,5,Hylobatidae,ENSMUSP00000073114,10090,NA,BC048679
NOG90244,5,Hylobatidae,ENSMUSP00000071085,10090,NA,BC049762
NOG90244,5,Hylobatidae,ENSMUSP00000081515,10090,NA,Gm428
NOG90244,5,Hylobatidae,ENSMUSP00000081519,10090,NA,Gm11238
NOG90244,5,Hylobatidae,ENSMUSP00000081520,10090,NA,Gm11487
NOG90244,5,Hylobatidae,ENSMUSP00000102931,10090,NA,Gm11756
NOG90244,5,Hylobatidae,ENSMUSP00000102940,10090,NA,Gm13871
NOG90244,5,Hylobatidae,ENSMUSP00000102942,10090,NA,Gm11757
NOG90244,5,Hylobatidae,ENSMUSP00000102948,10090,NA,Gm11758
NOG90244,5,Hylobatidae,ENSMUSP00000125805,10090,NA,Gm11239
NOG90244,5,Hylobatidae,ENSMUSP00000136433,10090,NA,Gm11236
NOG90244,5,Hylobatidae,ENSMUSP00000137042,10090,NA,ENSMUSG00000096144
NOG90244,5,Hylobatidae,ENSMUSP00000137528,10090,NA,Gm11237
NOG284640,5,Hylobatidae,ENSMUSP00000110320,10090,NA,Gm14692
NOG284640,5,Hylobatidae,ENSMUSP00000110323,10090,NA,Gm1140
NOG71367,5,Hylobatidae,ENSMUSP00000033852,10090,NA,Defb3
NOG71367,5,Hylobatidae,ENSMUSP00000033854,10090,NA,Defb8
NOG71367,5,Hylobatidae,ENSMUSP00000079808,10090,NA,Defb4
NOG282895,5,Hylobatidae,ENSMUSP00000053849,10090,NA,Sprr2h
NOG91697,5,Hylobatidae,ENSMUSP00000052589,10090,NA,Defb29
NOG133663,5,Hylobatidae,ENSMUSP00000099160,10090,NA,Gm9
NOG270660,5,Hylobatidae,ENSMUSP00000093976,10090,NA,Lrrn4cl
NOG251543,5,Hylobatidae,ENSMUSP00000098855,10090,NA,Gm5127
NOG78464,5,Hylobatidae,ENSMUSP00000111107,10090,NA,ENSMUSG00000079666
NOG283568,5,Hylobatidae,ENSMUSP00000088822,10090,NA,Lcn11
NOG90716,5,Hylobatidae,ENSMUSP00000098060,10090,NA,Defb43
NOG03442,5,Hylobatidae,ENSMUSP00000061079,10090,NA,Leng9
NOG133580,5,Hylobatidae,ENSMUSP00000032663,10090,NA,Ceacam18
NOG38116,5,Hylobatidae,ENSMUSP00000098946,10090,NA,Ttc6
NOG58946,5,Hylobatidae,ENSMUSP00000095461,10090,NA,Gm7534
NOG09770,5,Hylobatidae,ENSMUSP00000070621,10090,NA,Ccdc30
NOG07844,5,Hylobatidae,ENSMUSP00000037238,10090,NA,Rilp
NOG20642,5,Hylobatidae,ENSMUSP00000041744,10090,NA,Ofd1
COG0824,5,Hylobatidae,ENSMUSP00000063340,10090,NA,Them7
NOG282498,6,Cercopithecoidea,ENSMUSP00000058969,10090,NA,ENSMUSG00000045331
NOG266091,6,Cercopithecoidea,ENSMUSP00000046683,10090,NA,Bpifb5
NOG273571,6,Cercopithecoidea,ENSMUSP00000038678,10090,NA,Fndc3c1
NOG273571,6,Cercopithecoidea,ENSMUSP00000088827,10090,NA,Fnd3c2
NOG52125,6,Cercopithecoidea,ENSMUSP00000054177,10090,NA,Pnma3
NOG05432,6,Cercopithecoidea,ENSMUSP00000050252,10090,NA,Nlrp10
NOG279635,7,Platyrrhini,ENSMUSP00000001984,10090,NA,Ceacam9
NOG279635,7,Platyrrhini,ENSMUSP00000104138,10090,NA,Ceacam15
NOG254861,7,Platyrrhini,ENSMUSP00000068238,10090,NA,mCG_11474
NOG82703,7,Platyrrhini,ENSMUSP00000049601,10090,NA,Olfr686
NOG90324,7,Platyrrhini,ENSMUSP00000060899,10090,NA,Defb12
NOG90105,8,Tarsiiformes,ENSMUSP00000076264,10090,NA,mCG_2787
NOG90111,8,Tarsiiformes,ENSMUSP00000023134,10090,NA,Glycam1
NOG11909,8,Tarsiiformes,ENSMUSP00000059780,10090,NA,Ivl
NOG282754,8,Tarsiiformes,ENSMUSP00000048154,10090,NA,Gm7257
NOG282754,8,Tarsiiformes,ENSMUSP00000091391,10090,NA,Sslp1
NOG282754,8,Tarsiiformes,ENSMUSP00000096499,10090,NA,Gm5615
NOG282754,8,Tarsiiformes,ENSMUSP00000129404,10090,NA,Gm9513
NOG282779,8,Tarsiiformes,ENSMUSP00000000003,10090,NA,Pbsn
NOG282779,8,Tarsiiformes,ENSMUSP00000052804,10090,NA,ENSMUSG00000044121
NOG282779,8,Tarsiiformes,ENSMUSP00000085528,10090,NA,Obp1b
NOG282779,8,Tarsiiformes,ENSMUSP00000085531,10090,NA,Obp1a
NOG282779,8,Tarsiiformes,ENSMUSP00000109660,10090,NA,Gm14743
NOG282779,8,Tarsiiformes,ENSMUSP00000109664,10090,NA,Gm5938
NOG282779,8,Tarsiiformes,ENSMUSP00000109673,10090,NA,Gm14744
NOG133512,8,Tarsiiformes,ENSMUSP00000079468,10090,NA,Scgb1b2
NOG133512,8,Tarsiiformes,ENSMUSP00000082758,10090,NA,Scgb1b27
NOG133512,8,Tarsiiformes,ENSMUSP00000103718,10090,NA,Scgb1b30
NOG133512,8,Tarsiiformes,ENSMUSP00000103722,10090,NA,Scgb1b24
NOG133512,8,Tarsiiformes,ENSMUSP00000103729,10090,NA,Scgb1b29
NOG133512,8,Tarsiiformes,ENSMUSP00000103732,10090,NA,Scgb1b7
NOG133512,8,Tarsiiformes,ENSMUSP00000129326,10090,NA,Scgb1b11
NOG133512,8,Tarsiiformes,ENSMUSP00000132661,10090,NA,Scgb1b19
NOG133512,8,Tarsiiformes,ENSMUSP00000136099,10090,NA,Scgb1b3
NOG133512,8,Tarsiiformes,ENSMUSP00000139565,10090,NA,Scgb1b15
NOG133512,8,Tarsiiformes,ENSMUSP00000139594,10090,NA,Scgb1b12
NOG133512,8,Tarsiiformes,ENSMUSP00000139627,10090,NA,Scgb1b17
NOG133512,8,Tarsiiformes,ENSMUSP00000139939,10090,NA,Scgb1b10
NOG133512,8,Tarsiiformes,ENSMUSP00000140214,10090,NA,ENSMUSG00000101638
NOG133512,8,Tarsiiformes,ENSMUSP00000140824,10090,NA,Scgb1b18
NOG281646,8,Tarsiiformes,ENSMUSP00000092631,10090,NA,Olfr356
NOG69210,8,Tarsiiformes,ENSMUSP00000125038,10090,NA,Gm8113
NOG274760,8,Tarsiiformes,ENSMUSP00000130328,10090,NA,Olfr1344
NOG91331,8,Tarsiiformes,ENSMUSP00000070718,10090,NA,Wfdc15a
NOG91331,8,Tarsiiformes,ENSMUSP00000105001,10090,NA,Wfdc15b
NOG281652,8,Tarsiiformes,ENSMUSP00000077921,10090,NA,Olfr371
NOG90140,8,Tarsiiformes,ENSMUSP00000096507,10090,NA,Defb33
NOG133582,8,Tarsiiformes,ENSMUSP00000048540,10090,NA,Scgb2b2
NOG133582,8,Tarsiiformes,ENSMUSP00000052456,10090,NA,Scgb2b24
NOG133582,8,Tarsiiformes,ENSMUSP00000082760,10090,NA,Scgb2b27
NOG133582,8,Tarsiiformes,ENSMUSP00000082763,10090,NA,Scgb2b26
NOG133582,8,Tarsiiformes,ENSMUSP00000103725,10090,NA,Scgb2b3
NOG133582,8,Tarsiiformes,ENSMUSP00000136155,10090,NA,Scgb2b19
NOG133582,8,Tarsiiformes,ENSMUSP00000136731,10090,NA,Scgb2b7
NOG133582,8,Tarsiiformes,ENSMUSP00000137484,10090,NA,Scgb2b20
NOG133582,8,Tarsiiformes,ENSMUSP00000138687,10090,NA,Scgb2b12
NOG133582,8,Tarsiiformes,ENSMUSP00000139432,10090,NA,Scgb2b1
NOG133582,8,Tarsiiformes,ENSMUSP00000139701,10090,NA,Scgb2b18
NOG133582,8,Tarsiiformes,ENSMUSP00000140117,10090,NA,Scgb2b21
NOG133582,8,Tarsiiformes,ENSMUSP00000140470,10090,NA,Scgb2b11
NOG243765,8,Tarsiiformes,ENSMUSP00000026561,10090,NA,Cox8b
NOG24908,8,Tarsiiformes,ENSMUSP00000097150,10090,NA,Mis18a
NOG24662,8,Tarsiiformes,ENSMUSP00000024731,10090,NA,Spats1
NOG133555,8,Tarsiiformes,ENSMUSP00000026029,10090,NA,Samt4
NOG133555,8,Tarsiiformes,ENSMUSP00000036724,10090,NA,Samt3
NOG133555,8,Tarsiiformes,ENSMUSP00000080966,10090,NA,ENSMUSG00000059663
NOG133555,8,Tarsiiformes,ENSMUSP00000098697,10090,NA,Samt2
NOG133555,8,Tarsiiformes,ENSMUSP00000108184,10090,NA,Gm15140
NOG133555,8,Tarsiiformes,ENSMUSP00000116409,10090,NA,Gm10057
NOG133555,8,Tarsiiformes,ENSMUSP00000137062,10090,NA,Samt1
NOG133555,8,Tarsiiformes,ENSMUSP00000137533,10090,NA,Gm5645
NOG78272,8,Tarsiiformes,ENSMUSP00000051457,10090,NA,Slurp2
NOG93619,9,Strepsirrhini,ENSMUSP00000092235,10090,NA,Eid2b
NOG10650,9,Strepsirrhini,ENSMUSP00000105522,10090,NA,Ninl
NOG89289,9,Strepsirrhini,ENSMUSP00000047925,10090,NA,Prm2
NOG25920,9,Strepsirrhini,ENSMUSP00000137083,10090,NA,Smim22
NOG278607,9,Strepsirrhini,ENSMUSP00000127027,10090,NA,Prr24
NOG98622,9,Strepsirrhini,ENSMUSP00000065102,10090,NA,Defb21
NOG242142,9,Strepsirrhini,ENSMUSP00000114595,10090,NA,Lce6a
NOG91410,9,Strepsirrhini,ENSMUSP00000106838,10090,NA,Defb30
NOG267980,9,Strepsirrhini,ENSMUSP00000055232,10090,NA,Olfr94
NOG94087,9,Strepsirrhini,ENSMUSP00000070836,10090,NA,Gypa
NOG232525,9,Strepsirrhini,ENSMUSP00000061994,10090,NA,Prr33
NOG18180,9,Strepsirrhini,ENSMUSP00000034033,10090,NA,Iqcm
NOG272673,9,Strepsirrhini,ENSMUSP00000056287,10090,NA,Sprr3
NOG08911,9,Strepsirrhini,ENSMUSP00000088768,10090,NA,Qrfpr
NOG133640,10,Dermoptera,ENSMUSP00000043734,10090,NA,Hypm
NOG248591,10,Dermoptera,ENSMUSP00000016902,10090,NA,Bik
NOG39806,10,Dermoptera,ENSMUSP00000023265,10090,NA,Psca
NOG84962,10,Dermoptera,ENSMUSP00000038655,10090,NA,Prr32
NOG254217,10,Dermoptera,ENSMUSP00000052968,10090,NA,Lenep
NOG68168,10,Dermoptera,ENSMUSP00000132997,10090,NA,ENSMUSG00000041707
NOG282606,10,Dermoptera,ENSMUSP00000071084,10090,NA,Mobp
NOG133646,10,Dermoptera,ENSMUSP00000032541,10090,NA,mCG_13654
NOG237328,10,Dermoptera,ENSMUSP00000034109,10090,NA,ENSMUSG00000031682
NOG90144,10,Dermoptera,ENSMUSP00000136157,10090,NA,Ccdc179
NOG259214,10,Dermoptera,ENSMUSP00000021262,10090,NA,Alox8
NOG37178,10,Dermoptera,ENSMUSP00000085346,10090,NA,Nms
NOG232519,10,Dermoptera,ENSMUSP00000053632,10090,NA,Tmem29
NOG41221,10,Dermoptera,ENSMUSP00000071265,10090,NA,mCG_134547
NOG41221,10,Dermoptera,ENSMUSP00000092054,10090,NA,Fv1
NOG240277,10,Dermoptera,ENSMUSP00000056293,10090,NA,Ear14
NOG240277,10,Dermoptera,ENSMUSP00000056418,10090,NA,Rnase2a
NOG240277,10,Dermoptera,ENSMUSP00000074386,10090,NA,Ear2
NOG240277,10,Dermoptera,ENSMUSP00000075074,10090,NA,Rnase2b
NOG240277,10,Dermoptera,ENSMUSP00000098256,10090,NA,Ear1
NOG240277,10,Dermoptera,ENSMUSP00000123872,10090,NA,Ear10
