cog_id,root,clade_name,protein_id,ssp_id,gene_id,preferred_name
NOG94963,1,Homo,C34D1,6239,NA,NA
NOG239883,1,Homo,R09E10,6239,NA,NA
NOG246014,1,Homo,C07D10,6239,NA,NA
NOG283584,1,Homo,F07B7,6239,NA,NA
NOG283584,1,Homo,ZC411,6239,NA,NA
NOG283584,1,Homo,ZK228,6239,NA,NA
NOG92281,1,Homo,F38B7,6239,NA,NA
NOG95819,1,Homo,F12A10,6239,NA,NA
NOG95586,1,Homo,W09G12,6239,NA,NA
NOG94878,1,Homo,F49H12,6239,NA,NA
NOG238313,1,Homo,F23D12,6239,NA,NA
NOG94991,1,Homo,W07G4,6239,NA,NA
NOG284265,1,Homo,F15A4,6239,NA,NA
NOG95974,1,Homo,Y62H9A,6239,NA,NA
NOG283880,1,Homo,T22D1,6239,NA,NA
NOG92364,1,Homo,F35B12,6239,NA,NA
NOG96993,1,Homo,K09D9,6239,NA,NA
NOG284081,1,Homo,C30G4,6239,NA,NA
NOG236634,1,Homo,K04A8,6239,NA,NA
NOG95297,1,Homo,F35C5,6239,NA,NA
NOG95297,1,Homo,W01B6,6239,NA,NA
NOG97346,1,Homo,C44C1,6239,NA,NA
NOG283935,1,Homo,B0432,6239,NA,NA
NOG240119,1,Homo,Y51H7BR,6239,NA,NA
NOG95820,1,Homo,C17D12,6239,NA,NA
NOG95949,1,Homo,Y52B11B,6239,NA,NA
NOG125734,1,Homo,F45D3,6239,NA,NA
NOG243288,1,Homo,C05B5,6239,NA,NA
NOG284047,1,Homo,C32H11,6239,NA,NA
NOG94902,1,Homo,M01H9,6239,NA,NA
NOG96396,1,Homo,F59A3,6239,NA,NA
NOG130590,1,Homo,F22H10,6239,NA,NA
NOG75098,1,Homo,T19D7,6239,NA,NA
NOG244302,1,Homo,Y73B6BL,6239,NA,NA
NOG96917,1,Homo,B0213,6239,NA,NA
NOG96917,1,Homo,B0213,6239,NA,NA
NOG96089,1,Homo,F28B12,6239,NA,NA
NOG95880,1,Homo,C38C10,6239,NA,NA
NOG95880,1,Homo,F42G9,6239,NA,NA
NOG260139,1,Homo,R13H4,6239,NA,NA
NOG238292,1,Homo,F58E6,6239,NA,NA
NOG255632,1,Homo,F41C3,6239,NA,NA
NOG239896,1,Homo,T13F2,6239,NA,NA
NOG265267,1,Homo,Y23H5B,6239,NA,NA
NOG113189,1,Homo,T03D8,6239,NA,NA
NOG95539,1,Homo,ZK666,6239,NA,NA
NOG97376,1,Homo,T03F6,6239,NA,NA
NOG94432,1,Homo,C34D4,6239,NA,NA
NOG280144,1,Homo,W05E7,6239,NA,NA
NOG96729,1,Homo,F55A3,6239,NA,NA
NOG97743,1,Homo,F44F4,6239,NA,NA
NOG97743,1,Homo,Y81G3A,6239,NA,NA
NOG94626,1,Homo,Y6E2A,6239,NA,NA
NOG283593,1,Homo,Y119C1B,6239,NA,NA
NOG283852,1,Homo,Y53C10A,6239,NA,NA
NOG78216,1,Homo,EGAP4,6239,NA,NA
NOG78216,1,Homo,K01A12,6239,NA,NA
NOG78216,1,Homo,M02D8,6239,NA,NA
NOG280131,1,Homo,C36C9,6239,NA,NA
NOG254952,1,Homo,ZC395,6239,NA,NA
NOG283709,1,Homo,C31G12,6239,NA,NA
NOG283952,1,Homo,C18F10,6239,NA,NA
NOG284258,1,Homo,Y53H1B,6239,NA,NA
NOG243292,1,Homo,W07E11,6239,NA,NA
NOG267582,1,Homo,F52G2,6239,NA,NA
NOG233381,1,Homo,T28D9,6239,NA,NA
NOG95910,1,Homo,Y54G2A,6239,NA,NA
NOG96417,1,Homo,B0304,6239,NA,NA
NOG95184,1,Homo,K01A2,6239,NA,NA
NOG95184,1,Homo,K01A2,6239,NA,NA
NOG95184,1,Homo,K01A2,6239,NA,NA
NOG95279,1,Homo,M02E1,6239,NA,NA
NOG97967,1,Homo,Y54E2A,6239,NA,NA
NOG283876,1,Homo,Y59H11AR,6239,NA,NA
NOG233189,1,Homo,F11D5,6239,NA,NA
NOG96362,1,Homo,C17E7,6239,NA,NA
NOG94443,1,Homo,F08G5,6239,NA,NA
NOG94443,1,Homo,F26H11,6239,NA,NA
NOG95466,1,Homo,C15C8,6239,NA,NA
NOG95854,1,Homo,C05D9,6239,NA,NA
NOG96245,1,Homo,F44E2,6239,NA,NA
NOG240125,1,Homo,F59B10,6239,NA,NA
NOG255634,1,Homo,F41E6,6239,NA,NA
NOG249601,1,Homo,F54E7,6239,NA,NA
NOG94146,1,Homo,R07E5,6239,NA,NA
NOG93925,1,Homo,ZK829,6239,NA,NA
NOG97197,1,Homo,ZK697,6239,NA,NA
NOG95323,1,Homo,F40F11,6239,NA,NA
NOG94821,1,Homo,ZK673,6239,NA,NA
NOG94997,1,Homo,F25H5,6239,NA,NA
NOG236026,1,Homo,Y55F3BR,6239,NA,NA
NOG237201,1,Homo,B0261,6239,NA,NA
NOG283921,1,Homo,F23C8,6239,NA,NA
NOG74437,1,Homo,H05C05,6239,NA,NA
NOG280136,1,Homo,Y41D4B,6239,NA,NA
NOG248620,1,Homo,F31B12,6239,NA,NA
NOG97409,1,Homo,F15E11,6239,NA,NA
NOG252198,1,Homo,W03G9,6239,NA,NA
NOG89125,1,Homo,C12D5,6239,NA,NA
NOG89125,1,Homo,T24A6,6239,NA,NA
NOG94940,1,Homo,Y38F1A,6239,NA,NA
NOG95479,1,Homo,F23F12,6239,NA,NA
NOG95968,1,Homo,F23F1,6239,NA,NA
NOG283217,1,Homo,F15A4,6239,NA,NA
NOG271462,1,Homo,T25D1,6239,NA,NA
NOG284053,1,Homo,C54G6,6239,NA,NA
NOG284197,1,Homo,F58E1,6239,NA,NA
NOG92502,1,Homo,C05B5,6239,NA,NA
NOG280102,1,Homo,Y57G11C,6239,NA,NA
NOG92411,1,Homo,T24C2,6239,NA,NA
NOG96062,1,Homo,Y49F6B,6239,NA,NA
NOG283849,1,Homo,B0310,6239,NA,NA
NOG283501,1,Homo,K10D11,6239,NA,NA
NOG283501,1,Homo,K10D11,6239,NA,NA
NOG97653,1,Homo,F28C10,6239,NA,NA
NOG95634,1,Homo,B0280,6239,NA,NA
NOG284252,1,Homo,T25G12,6239,NA,NA
NOG94935,1,Homo,F36F2,6239,NA,NA
NOG88863,1,Homo,T20F10,6239,NA,NA
NOG283777,1,Homo,F29D10,6239,NA,NA
NOG93011,1,Homo,Y50D4A,6239,NA,NA
NOG95986,1,Homo,F56H9,6239,NA,NA
NOG94718,1,Homo,W08F4,6239,NA,NA
NOG94841,1,Homo,C03F11,6239,NA,NA
NOG95342,1,Homo,T21G5,6239,NA,NA
NOG90899,1,Homo,B0511,6239,NA,NA
NOG43900,1,Homo,F32H2,6239,NA,NA
NOG97468,1,Homo,D2096,6239,NA,NA
NOG97468,1,Homo,F17E9,6239,NA,NA
NOG94876,1,Homo,F15D4,6239,NA,NA
NOG95686,1,Homo,F36D1,6239,NA,NA
NOG95865,1,Homo,F28D1,6239,NA,NA
NOG94864,1,Homo,ZC302,6239,NA,NA
NOG254070,1,Homo,R07E3,6239,NA,NA
NOG67145,1,Homo,Y34B4A,6239,NA,NA
NOG283299,1,Homo,K12D9,6239,NA,NA
NOG95508,1,Homo,T23B7,6239,NA,NA
NOG95840,1,Homo,F41G3,6239,NA,NA
NOG283999,1,Homo,T08G3,6239,NA,NA
NOG284073,1,Homo,C14E2,6239,NA,NA
NOG284073,1,Homo,C52A10,6239,NA,NA
NOG284073,1,Homo,F19C7,6239,NA,NA
NOG284073,1,Homo,F21D9,6239,NA,NA
NOG284073,1,Homo,M01D7,6239,NA,NA
NOG284073,1,Homo,T02G6,6239,NA,NA
NOG284073,1,Homo,T02H6,6239,NA,NA
NOG284073,1,Homo,Y39A1A,6239,NA,NA
NOG284073,1,Homo,Y47H10A,6239,NA,NA
NOG92714,1,Homo,F15A4,6239,NA,NA
NOG282500,1,Homo,C35E7,6239,NA,NA
NOG247587,1,Homo,R11D1,6239,NA,NA
NOG96364,1,Homo,C45G9,6239,NA,NA
NOG95857,1,Homo,Y50D4B,6239,NA,NA
NOG97762,1,Homo,Y7A5A,6239,NA,NA
NOG92194,1,Homo,K12B6,6239,NA,NA
NOG283937,1,Homo,K07C6,6239,NA,NA
NOG283937,1,Homo,R13D7,6239,NA,NA
NOG97751,1,Homo,Y58A7A,6239,NA,NA
NOG73241,1,Homo,T05C1,6239,NA,NA
NOG284132,1,Homo,C44B9,6239,NA,NA
NOG284132,1,Homo,R17,6239,NA,NA
NOG284132,1,Homo,T17A3,6239,NA,NA
NOG284132,1,Homo,T17A3,6239,NA,NA
NOG284132,1,Homo,T17A3,6239,NA,NA
NOG284132,1,Homo,T17A3,6239,NA,NA
NOG284132,1,Homo,T27E9,6239,NA,NA
NOG230790,1,Homo,Y116A8C,6239,NA,NA
NOG18900,1,Homo,R09A1,6239,NA,NA
NOG94505,1,Homo,C47E12,6239,NA,NA
NOG94505,1,Homo,F02E9,6239,NA,NA
NOG96343,1,Homo,F25H2,6239,NA,NA
NOG263254,1,Homo,Y57A10A,6239,NA,NA
NOG247143,1,Homo,Y73B6BL,6239,NA,NA
NOG247143,1,Homo,ZK616,6239,NA,NA
NOG92433,1,Homo,C02F12,6239,NA,NA
NOG234039,1,Homo,F35H8,6239,NA,NA
NOG97641,1,Homo,W08A12,6239,NA,NA
NOG97436,1,Homo,F11A5,6239,NA,NA
NOG93118,1,Homo,C09G5,6239,NA,NA
NOG97310,1,Homo,F49D11,6239,NA,NA
NOG283650,1,Homo,T01C4,6239,NA,NA
NOG236627,1,Homo,C29F3,6239,NA,NA
NOG236627,1,Homo,F43C11,6239,NA,NA
NOG236627,1,Homo,ZK512,6239,NA,NA
NOG255629,1,Homo,C25D7,6239,NA,NA
NOG110752,1,Homo,Y110A2AL,6239,NA,NA
NOG110752,1,Homo,Y110A2AL,6239,NA,NA
NOG87285,1,Homo,ZK1127,6239,NA,NA
NOG104335,1,Homo,F56E10,6239,NA,NA
NOG83536,1,Homo,F02D8,6239,NA,NA
NOG96344,1,Homo,T04B2,6239,NA,NA
NOG243280,1,Homo,T19D7,6239,NA,NA
NOG98155,1,Homo,C54F6,6239,NA,NA
NOG112310,1,Homo,Y26G10,6239,NA,NA
NOG119066,1,Homo,Y44A6D,6239,NA,NA
NOG97351,1,Homo,T26E4,6239,NA,NA
NOG97351,1,Homo,T26E4,6239,NA,NA
NOG238318,1,Homo,C05C10,6239,NA,NA
NOG283987,1,Homo,F12D9,6239,NA,NA
NOG69360,1,Homo,C08E3,6239,NA,NA
NOG69360,1,Homo,C08E3,6239,NA,NA
NOG69360,1,Homo,Y105C5A,6239,NA,NA
NOG69360,1,Homo,Y105C5A,6239,NA,NA
NOG69360,1,Homo,Y105C5A,6239,NA,NA
NOG241514,1,Homo,B0228,6239,NA,NA
NOG241533,1,Homo,Y47G6A,6239,NA,NA
NOG105698,1,Homo,F40A3,6239,NA,NA
NOG284290,1,Homo,Y9C2UA,6239,NA,NA
NOG260760,1,Homo,Y76B12C,6239,NA,NA
NOG64020,1,Homo,C07A12,6239,NA,NA
NOG93785,1,Homo,F43A11,6239,NA,NA
NOG283904,1,Homo,Y53G8AL,6239,NA,NA
NOG95640,1,Homo,T05G5,6239,NA,NA
NOG95351,1,Homo,W03D2,6239,NA,NA
NOG283878,1,Homo,Y71A12B,6239,NA,NA
NOG283878,1,Homo,Y71A12B,6239,NA,NA
NOG77982,1,Homo,Y41C4A,6239,NA,NA
NOG77939,1,Homo,K03B8,6239,NA,NA
NOG97434,1,Homo,C49C3,6239,NA,NA
NOG97434,1,Homo,C49C3,6239,NA,NA
NOG125950,1,Homo,F41F3,6239,NA,NA
NOG242005,1,Homo,R07H5,6239,NA,NA
NOG271480,1,Homo,F54D7,6239,NA,NA
NOG255608,1,Homo,F40F8,6239,NA,NA
NOG94003,1,Homo,W06E11,6239,NA,NA
NOG95875,1,Homo,C35E7,6239,NA,NA
NOG94525,1,Homo,R05A10,6239,NA,NA
NOG283926,1,Homo,F41F3,6239,NA,NA
NOG283926,1,Homo,F41F3,6239,NA,NA
NOG77926,1,Homo,C03G5,6239,NA,NA
NOG283778,1,Homo,F43E2,6239,NA,NA
NOG96128,1,Homo,C13F10,6239,NA,NA
NOG97279,1,Homo,F16H6,6239,NA,NA
NOG97279,1,Homo,F57G4,6239,NA,NA
NOG97279,1,Homo,R10E8,6239,NA,NA
NOG97279,1,Homo,Y6G8,6239,NA,NA
NOG95714,1,Homo,R02E4,6239,NA,NA
NOG92198,1,Homo,F15A4,6239,NA,NA
NOG236901,1,Homo,C06H2,6239,NA,NA
NOG92616,1,Homo,F18E9,6239,NA,NA
NOG95086,1,Homo,F39B2,6239,NA,NA
NOG283981,1,Homo,R11D1,6239,NA,NA
NOG283258,1,Homo,F38B7,6239,NA,NA
NOG283258,1,Homo,F38B7,6239,NA,NA
NOG240588,1,Homo,F54E7,6239,NA,NA
NOG105651,1,Homo,T05A12,6239,NA,NA
NOG95815,1,Homo,R03H10,6239,NA,NA
NOG96475,1,Homo,F44A2,6239,NA,NA
NOG283353,1,Homo,Y43B11AR,6239,NA,NA
NOG283841,1,Homo,C41G6,6239,NA,NA
NOG283841,1,Homo,Y75B12B,6239,NA,NA
NOG249619,1,Homo,W07G4,6239,NA,NA
NOG91353,1,Homo,C01G5,6239,NA,NA
NOG26418,1,Homo,Y49E10,6239,NA,NA
NOG236628,1,Homo,F02A9,6239,NA,NA
NOG89699,1,Homo,T03F6,6239,NA,NA
NOG249620,1,Homo,K01A6,6239,NA,NA
NOG283737,1,Homo,R10E11,6239,NA,NA
NOG283412,1,Homo,C44B12,6239,NA,NA
NOG97175,1,Homo,C18A3,6239,NA,NA
NOG283774,1,Homo,F45E1,6239,NA,NA
NOG115219,1,Homo,Y116A8A,6239,NA,NA
NOG115219,1,Homo,Y116A8A,6239,NA,NA
NOG132648,1,Homo,K07H8,6239,NA,NA
NOG238581,1,Homo,C25E10,6239,NA,NA
NOG232912,1,Homo,C01G12,6239,NA,NA
NOG232912,1,Homo,F44G4,6239,NA,NA
NOG94029,1,Homo,B0491,6239,NA,NA
NOG244292,1,Homo,K08F4,6239,NA,NA
NOG96181,1,Homo,T21E3,6239,NA,NA
NOG248259,1,Homo,R04A9,6239,NA,NA
NOG283846,1,Homo,F37B4,6239,NA,NA
NOG104163,1,Homo,R10E4,6239,NA,NA
NOG237907,1,Homo,Y53C12A,6239,NA,NA
NOG49976,1,Homo,C39B10,6239,NA,NA
NOG237673,1,Homo,Y49E10,6239,NA,NA
NOG97831,1,Homo,F07C3,6239,NA,NA
NOG97373,1,Homo,Y60A3A,6239,NA,NA
NOG280163,1,Homo,C32B5,6239,NA,NA
NOG280163,1,Homo,C32B5,6239,NA,NA
NOG280163,1,Homo,C32B5,6239,NA,NA
NOG95750,1,Homo,C14C11,6239,NA,NA
NOG283966,1,Homo,C33G8,6239,NA,NA
NOG92273,1,Homo,F58A3,6239,NA,NA
NOG94899,1,Homo,AH10,6239,NA,NA
NOG96179,1,Homo,T07E3,6239,NA,NA
NOG135440,1,Homo,F59A7,6239,NA,NA
NOG94601,1,Homo,C34B2,6239,NA,NA
NOG95189,1,Homo,F44G4,6239,NA,NA
NOG95777,1,Homo,F14H12,6239,NA,NA
NOG92225,1,Homo,T21C12,6239,NA,NA
NOG283891,1,Homo,F57C9,6239,NA,NA
NOG94347,1,Homo,Y74C10AR,6239,NA,NA
NOG283949,1,Homo,T03E6,6239,NA,NA
NOG94685,1,Homo,ZC328,6239,NA,NA
NOG283948,1,Homo,F53F1,6239,NA,NA
NOG283948,1,Homo,F53F1,6239,NA,NA
NOG283948,1,Homo,Y38A10A,6239,NA,NA
NOG88667,1,Homo,C07D10,6239,NA,NA
NOG237908,1,Homo,C54D10,6239,NA,NA
NOG237908,1,Homo,C54D10,6239,NA,NA
NOG237908,1,Homo,W08A12,6239,NA,NA
NOG91902,1,Homo,K08E4,6239,NA,NA
NOG94591,1,Homo,T05A8,6239,NA,NA
NOG94591,1,Homo,T24E12,6239,NA,NA
NOG94591,1,Homo,Y47G7B,6239,NA,NA
NOG238586,1,Homo,F26H11,6239,NA,NA
NOG236635,1,Homo,T10H9,6239,NA,NA
NOG94537,1,Homo,F10C1,6239,NA,NA
NOG91504,1,Homo,C28H8,6239,NA,NA
NOG242067,1,Homo,F28C10,6239,NA,NA
NOG92952,1,Homo,F15H10,6239,NA,NA
NOG95260,1,Homo,F59B10,6239,NA,NA
NOG267606,1,Homo,Y47G6A,6239,NA,NA
NOG95419,1,Homo,F17C11,6239,NA,NA
NOG93872,1,Homo,C18F10,6239,NA,NA
NOG37726,1,Homo,R05G6,6239,NA,NA
NOG114072,1,Homo,F46E10,6239,NA,NA
NOG283049,1,Homo,Y48C3A,6239,NA,NA
NOG92424,1,Homo,Y38H8A,6239,NA,NA
NOG95748,1,Homo,C04H4,6239,NA,NA
NOG95628,1,Homo,Y66A7A,6239,NA,NA
NOG283780,1,Homo,F47G3,6239,NA,NA
NOG78239,1,Homo,C24A8,6239,NA,NA
NOG94482,1,Homo,D1086,6239,NA,NA
NOG239882,1,Homo,F13E9,6239,NA,NA
NOG231568,1,Homo,F27D9,6239,NA,NA
NOG97683,1,Homo,W04A8,6239,NA,NA
NOG97846,1,Homo,T28D9,6239,NA,NA
NOG76050,1,Homo,K06A5,6239,NA,NA
NOG129280,1,Homo,F58D5,6239,NA,NA
NOG283654,1,Homo,F17C11,6239,NA,NA
NOG76931,1,Homo,F15B9,6239,NA,NA
NOG94434,1,Homo,C05C12,6239,NA,NA
NOG95005,1,Homo,D1025,6239,NA,NA
NOG05154,1,Homo,F57C7,6239,NA,NA
NOG284082,1,Homo,F11E6,6239,NA,NA
NOG94494,1,Homo,F35G2,6239,NA,NA
NOG244289,1,Homo,T09A5,6239,NA,NA
NOG95874,1,Homo,Y53F4B,6239,NA,NA
NOG78040,1,Homo,K06B4,6239,NA,NA
NOG78040,1,Homo,Y41C4A,6239,NA,NA
NOG242055,1,Homo,T11B7,6239,NA,NA
NOG283510,1,Homo,F36G9,6239,NA,NA
NOG283510,1,Homo,F36G9,6239,NA,NA
NOG39778,1,Homo,C05C12,6239,NA,NA
NOG244293,1,Homo,F42C5,6239,NA,NA
NOG130602,1,Homo,C17F4,6239,NA,NA
NOG97877,1,Homo,H10D18,6239,NA,NA
NOG271565,1,Homo,F56A11,6239,NA,NA
NOG283753,1,Homo,Y75B12B,6239,NA,NA
NOG97364,1,Homo,F13B12,6239,NA,NA
NOG78005,1,Homo,T21C12,6239,NA,NA
NOG22621,1,Homo,R07D5,6239,NA,NA
NOG283868,1,Homo,F53A2,6239,NA,NA
NOG250794,1,Homo,C34D4,6239,NA,NA
NOG252804,1,Homo,C51E3,6239,NA,NA
NOG240587,1,Homo,Y46E12A,6239,NA,NA
NOG95255,1,Homo,W02D7,6239,NA,NA
NOG94777,1,Homo,F10E9,6239,NA,NA
NOG98517,1,Homo,F44A6,6239,NA,NA
NOG115286,1,Homo,F01G10,6239,NA,NA
NOG284307,1,Homo,F26D11,6239,NA,NA
NOG114945,1,Homo,F43C11,6239,NA,NA
NOG94229,1,Homo,F29B9,6239,NA,NA
NOG231299,1,Homo,Y37E11B,6239,NA,NA
NOG95358,1,Homo,T09B4,6239,NA,NA
NOG94915,1,Homo,K06A9,6239,NA,NA
NOG244895,1,Homo,M03F8,6239,NA,NA
NOG82015,1,Homo,F07C4,6239,NA,NA
NOG82015,1,Homo,F07C4,6239,NA,NA
NOG235420,1,Homo,C14A11,6239,NA,NA
NOG95029,1,Homo,C48B4,6239,NA,NA
NOG68588,1,Homo,T26C5,6239,NA,NA
NOG283341,1,Homo,F58F9,6239,NA,NA
NOG283341,1,Homo,F58F9,6239,NA,NA
NOG283341,1,Homo,F58F9,6239,NA,NA
NOG235124,1,Homo,F26H11,6239,NA,NA
NOG85735,1,Homo,R07B7,6239,NA,NA
NOG96254,1,Homo,F42A9,6239,NA,NA
NOG283644,1,Homo,W02B3,6239,NA,NA
NOG283843,1,Homo,F54B8,6239,NA,NA
NOG283843,1,Homo,M01B2,6239,NA,NA
NOG96048,1,Homo,B0213,6239,NA,NA
NOG95289,1,Homo,F02D8,6239,NA,NA
